2.56195	0	0	-0.178944	-0.35821	0.222014	-0.10565	-0.127146	-0.253349	-0.029596	-0.175545	-0.326032	-0.009682	0.029136	0.337936	-0.320353	-0.086432	-0.310001	0.13864	0.074036	-0.67338	-0.707943	-0.807527	0.144446	-0.466778	-0.192921	-0.456884	-0.088618	0.111397	0.020143	0.104054	0.004237	0.151428	0.150965	0.123329	
2.5589	0	0	-0.180882	-0.352733	0.221106	-0.103084	-0.121875	-0.244489	-0.0251073	-0.16163	-0.325596	0.00104475	0.0376545	0.346311	-0.325298	-0.0724562	-0.310481	0.150364	0.0669138	-0.666318	-0.703729	-0.803331	0.149621	-0.464181	-0.189477	-0.453917	-0.0856782	0.115956	0.0235928	0.103569	0.003448	0.153658	0.152032	0.129967	
2.5589	0	0	-0.18282	-0.347255	0.220198	-0.100518	-0.116603	-0.235629	-0.0206185	-0.147714	-0.32516	0.0117715	0.046173	0.354685	-0.330244	-0.0584805	-0.310961	0.162089	0.0597915	-0.659255	-0.699515	-0.799135	0.154796	-0.461585	-0.186032	-0.450951	-0.0827385	0.120515	0.0270425	0.103084	0.002659	0.155888	0.153098	0.136605	
2.5589	0	0	-0.184758	-0.341778	0.219291	-0.097952	-0.111332	-0.226769	-0.0161298	-0.133798	-0.324725	0.0224983	0.0546915	0.36306	-0.335189	-0.0445047	-0.311441	0.173813	0.0526693	-0.652192	-0.695301	-0.79494	0.159971	-0.458988	-0.182588	-0.447984	-0.0797988	0.125075	0.0304922	0.1026	0.00187	0.158118	0.154165	0.143244	
2.56042	0	0	-0.186696	-0.336301	0.218383	-0.095386	-0.106061	-0.217909	-0.011641	-0.119883	-0.324289	0.033225	0.06321	0.371435	-0.340134	-0.030529	-0.311921	0.185537	0.045547	-0.64513	-0.691087	-0.790744	0.165146	-0.456391	-0.179144	-0.445017	-0.076859	0.129634	0.033942	0.102115	0.001081	0.160348	0.155232	0.149882	
2.56042	0	0	-0.186696	-0.336301	0.211986	-0.087259	-0.106061	-0.217909	-0.0149478	-0.119409	-0.330381	0.0504435	0.0535613	0.398704	-0.343848	-0.0200328	-0.311354	0.194309	0.044438	-0.641996	-0.688472	-0.782016	0.16757	-0.446003	-0.182918	-0.421643	-0.076906	0.142644	0.0359537	0.114971	0.00350575	0.174214	0.154606	0.161308	
2.55737	0	0	-0.186696	-0.336301	0.205589	-0.079132	-0.106061	-0.217909	-0.0182545	-0.118935	-0.336474	0.067662	0.0439125	0.425973	-0.347562	-0.0095365	-0.310787	0.203081	0.043329	-0.638862	-0.685856	-0.773288	0.169994	-0.435615	-0.186691	-0.398269	-0.076953	0.155654	0.0379655	0.127828	0.0059305	0.18808	0.153981	0.172735	
2.56348	0	0	-0.186696	-0.336301	0.199191	-0.071005	-0.106061	-0.217909	-0.0215613	-0.118461	-0.342566	0.0848805	0.0342637	0.453242	-0.351276	0.00095975	-0.310221	0.211853	0.04222	-0.635728	-0.683241	-0.764559	0.172418	-0.425227	-0.190464	-0.374895	-0.077	0.168663	0.0399772	0.140684	0.00835525	0.201945	0.153355	0.184162	
2.56195	0	0	-0.186696	-0.336301	0.192794	-0.062878	-0.106061	-0.217909	-0.024868	-0.117987	-0.348659	0.102099	0.024615	0.480511	-0.35499	0.011456	-0.309654	0.220625	0.041111	-0.632594	-0.680626	-0.755831	0.174842	-0.414839	-0.194238	-0.351521	-0.077047	0.181673	0.041989	0.15354	0.01078	0.215811	0.152729	0.195588	
2.56042	0	0	-0.191938	-0.332876	0.195557	-0.0607343	-0.112475	-0.211665	-0.0200087	-0.122848	-0.353147	0.102823	0.026225	0.47596	-0.361522	0.0157238	-0.313376	0.22077	0.0373192	-0.634934	-0.679024	-0.760359	0.166908	-0.409655	-0.190626	-0.361729	-0.0780437	0.18449	0.0369048	0.158636	0.008406	0.22252	0.151037	0.20037	
