1.87683	0	0	0.236523	-0.112026	0.084453	0.158331	0.17602	-0.095674	0.060707	0.228911	0.153763	0.04743	0.06655	0.252377	0.1224	0.081169	0.059193	0.214819	0.085756	-0.176092	0.103495	-0.009919	0.063593	-0.119896	0.045748	0.048024	0.116185	-0.096487	0.042821	0.039031	0.342032	-0.213698	0.17306	-0.106937	
1.87378	0	0	0.235384	-0.108807	0.0707788	0.172421	0.174748	-0.092078	0.0588905	0.234045	0.158471	0.0639985	0.0687825	0.260997	0.126081	0.0913692	0.0579965	0.229956	0.087711	-0.171255	0.100224	-0.00067575	0.0701545	-0.124183	0.0510873	0.0474912	0.114906	-0.092872	0.046914	0.0385933	0.339885	-0.207629	0.178212	-0.10751	
1.87225	0	0	0.234245	-0.105589	0.0571045	0.18651	0.173475	-0.088482	0.057074	0.239179	0.163178	0.080567	0.071015	0.269618	0.129763	0.10157	0.0568	0.245092	0.089666	-0.166417	0.0969535	0.0085675	0.076716	-0.12847	0.0564265	0.0469585	0.113627	-0.089257	0.051007	0.0381555	0.337737	-0.20156	0.183365	-0.108082	
1.87378	0	0	0.233106	-0.10237	0.0434303	0.200599	0.172203	-0.084886	0.0552575	0.244313	0.167885	0.0971355	0.0732475	0.278238	0.133444	0.11177	0.0556035	0.260229	0.091621	-0.161579	0.0936828	0.0178108	0.0832775	-0.132758	0.0617657	0.0464258	0.112348	-0.085642	0.0551	0.0377178	0.335589	-0.19549	0.188518	-0.108655	
1.87073	0	0	0.231967	-0.099151	0.029756	0.214689	0.17093	-0.08129	0.053441	0.249447	0.172593	0.113704	0.07548	0.286859	0.137125	0.12197	0.054407	0.275365	0.093576	-0.156742	0.090412	0.027054	0.089839	-0.137045	0.067105	0.045893	0.111069	-0.082027	0.059193	0.03728	0.333442	-0.189421	0.19367	-0.109228	
1.87225	0	0	0.228184	-0.101628	0.0196555	0.218711	0.165676	-0.0806215	0.0462905	0.250172	0.171687	0.116263	0.0770273	0.282487	0.14187	0.118869	0.054407	0.275365	0.0906833	-0.158929	0.0915028	0.0239718	0.0856455	-0.13945	0.0644852	0.0387403	0.111069	-0.082027	0.057133	0.0431018	0.330218	-0.18031	0.189809	-0.0983173	
1.87225	0	0	0.224401	-0.104104	0.009555	0.222734	0.160422	-0.079953	0.03914	0.250897	0.170782	0.118823	0.0785745	0.278114	0.146616	0.115768	0.054407	0.275365	0.0877905	-0.161116	0.0925935	0.0208895	0.081452	-0.141854	0.0618655	0.0315875	0.111069	-0.082027	0.055073	0.0489235	0.326994	-0.171199	0.185949	-0.0874065	
1.87073	0	0	0.220618	-0.10658	-0.0005455	0.226756	0.155168	-0.0792845	0.0319895	0.251623	0.169877	0.121383	0.0801218	0.273742	0.151361	0.112668	0.054407	0.275365	0.0848977	-0.163303	0.0936842	0.0178073	0.0772585	-0.144259	0.0592457	0.0244347	0.111069	-0.082027	0.053013	0.0547453	0.32377	-0.162087	0.182088	-0.0764958	
1.8692	0	0	0.216835	-0.109057	-0.010646	0.230778	0.149914	-0.078616	0.024839	0.252348	0.168971	0.123942	0.081669	0.26937	0.156106	0.109567	0.054407	0.275365	0.082005	-0.16549	0.094775	0.014725	0.073065	-0.146664	0.056626	0.017282	0.111069	-0.082027	0.050953	0.060567	0.320546	-0.152976	0.178227	-0.065585	
1.87378	0	0	0.222895	-0.113017	-0.00619075	0.230444	0.15644	-0.0828805	0.0275048	0.254553	0.168065	0.126502	0.0801218	0.273742	0.155138	0.112303	0.0584975	0.275567	0.087712	-0.171257	0.096955	0.008564	0.0754313	-0.153351	0.0579848	0.0134415	0.112348	-0.085642	0.04892	0.055183	0.320567	-0.166992	0.176935	-0.075923	
