0.703	1.21612	0	0	2.53355	-1.52501	0.217688	0.089214	0	0	0.176096	-0.04477	0	0	0.006735	0.027082	-0.094732	-0.034522	-0.054307	0.066178	-0.213226	0.186187	-0.172371	0.266426	-0.149552	0.170327	-0.086271	0.278363	-0.170582	0.173058	-0.106563	0.132013	-0.219842	0.138099	-0.280747	0.332078	
0.706191	1.21765	0	0	1.38885	-0.77704	0.221112	0.104388	0	0	0.17571	-0.0335795	0	0	0.00677575	0.041389	-0.0906798	-0.0274602	-0.0474748	0.071121	-0.214425	0.189577	-0.173741	0.2703	-0.145911	0.172764	-0.0879532	0.283117	-0.175073	0.170489	-0.104673	0.12667	-0.216012	0.127276	-0.28308	0.323448	
0.709072	1.2207	0	0	0.244162	-0.0290745	0.224536	0.119561	0	0	0.175323	-0.022389	0	0	0.0068165	0.055696	-0.0866275	-0.0203985	-0.0406425	0.076064	-0.215625	0.192967	-0.175112	0.274173	-0.14227	0.175202	-0.0896355	0.287871	-0.179563	0.167919	-0.102782	0.121328	-0.212183	0.116453	-0.285413	0.314819	
0.71158	1.2207	0	0	-0.900529	0.718891	0.22796	0.134735	0	0	0.174936	-0.0111985	0	0	0.00685725	0.070003	-0.0825752	-0.0133367	-0.0338103	0.081007	-0.216825	0.196357	-0.176483	0.278047	-0.13863	0.17764	-0.0913178	0.292625	-0.184053	0.16535	-0.100892	0.115985	-0.208354	0.10563	-0.287746	0.30619	
0.713649	1.22223	0	0	-2.04522	1.46686	0.231384	0.149909	0	0	0.17455	-8E-06	0	0	0.006898	0.08431	-0.078523	-0.006275	-0.026978	0.08595	-0.218024	0.199747	-0.177853	0.281921	-0.134989	0.180077	-0.093	0.297379	-0.188544	0.162781	-0.099001	0.110642	-0.204524	0.094807	-0.290079	0.29756	
0.715214	1.22681	0	0	-2.04522	1.46686	0.233094	0.157514	0	0	0.1792	-0.0030465	0	0	0.001941	0.0983187	-0.07963	0.0061185	-0.0298677	0.0941167	-0.217203	0.209645	-0.176454	0.289948	-0.131033	0.194376	-0.0934685	0.315989	-0.185321	0.168932	-0.0963603	0.123303	-0.198146	0.107291	-0.288538	0.323664	
0.716211	1.22375	0	0	-2.04522	1.46686	0.234804	0.165119	0	0	0.18385	-0.006085	0	0	-0.003016	0.112327	-0.080737	0.018512	-0.0327575	0.102283	-0.216382	0.219543	-0.175055	0.297976	-0.127077	0.208675	-0.093937	0.334599	-0.182097	0.175083	-0.0937195	0.135965	-0.191768	0.119775	-0.286997	0.349768	
0.716574	1.22375	0	0	-2.04522	1.46686	0.236515	0.172723	0	0	0.1885	-0.0091235	0	0	-0.007973	0.126336	-0.081844	0.0309055	-0.0356473	0.11045	-0.215562	0.229441	-0.173656	0.306003	-0.123121	0.222974	-0.0944055	0.35321	-0.178874	0.181233	-0.0910787	0.148626	-0.18539	0.132258	-0.285456	0.375872	
0.716239	1.22375	0	0	-2.04522	1.46686	0.238225	0.180328	0	0	0.19315	-0.012162	0	0	-0.01293	0.140345	-0.082951	0.043299	-0.038537	0.118617	-0.214741	0.239339	-0.172257	0.314031	-0.119165	0.237273	-0.094874	0.37182	-0.175651	0.187384	-0.088438	0.161288	-0.179012	0.144742	-0.283915	0.401976	
0.71514	1.22681	0	0	-2.04522	1.46686	0.234206	0.191687	0	0	0.185475	-0.000576	0	0	-0.00794125	0.140679	-0.077106	0.045322	-0.03729	0.127231	-0.214741	0.239339	-0.179144	0.321515	-0.123919	0.237965	-0.094874	0.37182	-0.179456	0.198137	-0.0987573	0.180387	-0.18223	0.169109	-0.292564	0.441667	
