"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0.173359,6.533183,0.425979,7.930045,-0.008221,-0.12813,0.4342,11.1553
"doxy",1,-0.076826,-9.580233,-0.06724,-4.141913,-0.03974,-2.049466,-0.0275,-2.337791
"oxy",9,0.045976,1.400581,0.133461,2.008342,-0.402223,-5.067412,0.535685,11.12489
"doxy",9,-0.162076,-26.78724,-0.173816,-14.19079,-0.001735,-0.118569,-0.172081,-19.38897
"oxy",2,0.210428,9.556865,0.464519,10.42132,0.135252,2.54038,0.329267,10.19464
"doxy",2,-0.039864,-7.908961,0.121483,11.90596,0.176164,14.45449,-0.054681,-7.395869
"oxy",10,-0.709766,-22.4438,-0.057767,-0.902335,-0.134341,-1.756845,0.076574,1.650723
"doxy",10,-0.53279,-32.46387,-0.179963,-5.416707,0.075121,1.893005,-0.255084,-10.59595
"oxy",3,0.250354,9.383965,0.329469,6.10034,-0.056753,-0.879761,0.386222,9.86917
"doxy",3,-0.074117,-14.94501,-0.134482,-13.39518,-0.013728,-1.144828,-0.120754,-16.59926
"oxy",11,0.063909,2.070236,0.01551,0.248184,-0.359501,-4.816186,0.37501,8.281606
"doxy",11,-0.128644,-20.70595,-0.069966,-5.562899,0.025316,1.685149,-0.095282,-10.45508
"oxy",4,0.167416,5.974319,0.396465,6.988805,0.025092,0.370315,0.371373,9.034674
"doxy",4,-0.041694,-6.221128,0.096443,7.108504,0.082075,5.064705,0.014368,1.461549
"oxy",12,-0.248808,-10.36916,-0.107661,-2.216393,-0.305729,-5.269386,0.198068,5.627357
"doxy",12,-0.21776,-29.72253,-0.006631,-0.447103,0.148051,8.357271,-0.154682,-14.39332
"oxy",5,-0.035907,-1.139396,0.024543,0.384708,-0.258105,-3.387181,0.282648,6.114421
"doxy",5,-0.269409,-30.11145,-0.257074,-14.19334,-0.010072,-0.465575,-0.247002,-18.82048
"oxy",13,-0.146758,-5.70761,0.254224,4.883994,0.011516,0.185225,0.242708,6.434974
"doxy",13,-0.056667,-10.84225,-0.005236,-0.494867,0.108426,8.579679,-0.113662,-14.82586
"oxy",6,-0.261814,-8.14499,-0.231604,-3.559187,-0.408822,-5.25988,0.177218,3.758523
"doxy",6,-0.353927,-24.63374,-0.278195,-9.56473,-0.117375,-3.378601,-0.160819,-7.630742
"oxy",14,-0.283815,-9.406225,0.319206,5.225869,0.098373,1.348339,0.220833,4.989488
"doxy",14,-0.065297,-6.524901,0.275228,13.58569,0.428292,17.69971,-0.153065,-10.4272
"oxy",7,0.157844,6.495755,0.218521,4.442247,-0.1678,-2.855873,0.386322,10.83833
"doxy",7,-0.218388,-23.82323,-0.237856,-12.81716,0.11942,5.387571,-0.357276,-26.56968
"oxy",15,-0.179449,-7.888947,0.288548,6.266188,0.107342,1.951599,0.181206,5.430785
"doxy",15,0.06453,6.756651,0.019249,0.995608,0.262106,11.34979,-0.242857,-17.33519
"oxy",8,-0.438884,-16.24636,-0.096587,-1.76617,-0.170646,-2.612445,0.074059,1.868949
"doxy",8,-0.430325,-28.05621,-0.161032,-5.186243,0.055785,1.504152,-0.216817,-9.636901
"oxy",16,-0.229551,-8.220082,0.51331,9.079959,0.316188,4.682593,0.197122,4.812193
"doxy",16,0.044332,3.849278,0.453985,19.47185,0.599073,21.51209,-0.145089,-8.588221
