"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,-15.79413,-55.46839,1.734311,8.971088,1.734311,8.971088
"doxy",1,-25.62648,-46.1572,1.881022,4.990139,1.881022,4.990139
"oxy",9,-0.117507,-5.120462,0.407063,26.12614,0.407063,26.12614
"doxy",9,-0.073183,-5.453534,-0.007191,-0.789273,-0.007191,-0.789273
"oxy",2,0.239009,9.785733,0.275209,16.59623,0.275209,16.59623
"doxy",2,0.274194,17.5403,-0.320435,-30.19162,-0.320435,-30.19162
"oxy",10,0.197922,5.908528,0.549503,24.16144,0.549503,24.16144
"doxy",10,-0.075892,-4.961742,0.116772,11.24464,0.116772,11.24464
"oxy",3,0.287861,11.19893,0.075365,4.318504,0.075365,4.318504
"doxy",3,0.265373,17.70515,-0.363402,-35.71065,-0.363402,-35.71065
"oxy",11,0.291885,10.06965,0.600153,30.49528,0.600153,30.49528
"doxy",11,0.074829,4.515067,0.080057,7.114769,0.080057,7.114769
"oxy",4,0.13001,5.542481,0.423918,26.61803,0.423918,26.61803
"doxy",4,-0.044372,-2.732976,-0.14761,-13.39082,-0.14761,-13.39082
"oxy",12,0.075093,3.084668,0.545907,33.02892,0.545907,33.02892
"doxy",12,-0.08979,-6.190424,0.051637,5.243506,0.051637,5.243506
"oxy",5,0.707503,23.94804,0.025082,1.250465,0.025082,1.250465
"doxy",5,0.500073,24.84767,-0.331448,-24.25688,-0.331448,-24.25688
"oxy",13,0.252484,12.26379,0.404582,28.94448,0.404582,28.94448
"doxy",13,0.124382,10.24938,-0.101555,-12.32562,-0.101555,-12.32562
"oxy",6,0.137131,4.86766,0.215375,11.26023,0.215375,11.26023
"doxy",6,-0.081898,-5.138342,-0.087812,-8.114668,-0.087812,-8.114668
"oxy",14,0.050749,2.340117,0.419223,28.47216,0.419223,28.47216
"doxy",14,-0.088105,-5.69009,-0.103702,-9.864487,-0.103702,-9.864487
"oxy",7,0.237419,8.540125,0.296375,15.70209,0.296375,15.70209
"doxy",7,0.176057,8.129384,-0.130078,-8.846582,-0.130078,-8.846582
"oxy",15,0.004676,0.224619,0.445904,31.549,0.445904,31.549
"doxy",15,0.022882,1.613116,0.015492,1.608592,0.015492,1.608592
"oxy",8,0.102284,2.010656,0.360727,10.44421,0.360727,10.44421
"doxy",8,-0.165904,-4.388991,-0.003686,-0.143626,-0.003686,-0.143626
"oxy",16,0.057139,3.057122,0.22173,17.47326,0.22173,17.47326
"doxy",16,0.167682,16.79086,-0.145567,-21.46939,-0.145567,-21.46939
