"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0.037492,1.669223,-0.276169,-7.502381,0.321786,9.176729,-0.597955,-17.86039
"doxy",1,0.504374,48.34982,0.450396,26.34431,0.047755,2.932285,0.402641,25.89453
"oxy",9,0.039151,1.983659,-0.367048,-11.34741,0.160953,5.223578,-0.528,-17.9476
"doxy",9,0.694023,37.94231,0.167947,5.602383,0.134344,4.704498,0.033603,1.232481
"oxy",2,-0.327811,-14.65738,-0.504236,-13.75681,0.088432,2.532728,-0.592669,-17.77841
"doxy",2,0.137683,20.39155,0.148089,13.38271,-0.059471,-5.641878,0.207561,20.62353
"oxy",10,0.077741,3.740993,0.059256,1.739864,0.22555,6.952228,-0.166295,-5.368598
"doxy",10,0.383489,28.04336,-0.079163,-3.532233,0.225136,10.54551,-0.304299,-14.92882
"oxy",3,0.034109,1.489509,-0.268633,-7.157866,0.261199,7.306198,-0.529831,-15.52245
"doxy",3,0.506821,34.09535,0.255296,10.47935,-0.103016,-4.439078,0.358312,16.17149
"oxy",11,-0.19017,-44.59573,0.103854,14.86024,-0.104931,-15.7616,0.208785,32.84724
"doxy",11,0.268472,40.3602,-0.206902,-18.97881,0.143672,13.83474,-0.350574,-35.35747
"oxy",4,-0.044634,-1.97047,-0.252276,-6.795618,0.087708,2.480217,-0.339985,-10.06954
"doxy",4,0.323178,35.17521,0.146538,9.731844,-0.014896,-1.03852,0.161434,11.78794
"oxy",12,0.057368,3.5828,0.039988,1.523791,0.129753,5.190536,-0.089765,-3.761019
"doxy",12,0.308974,29.14356,0.060861,3.502751,0.289138,17.46908,-0.228277,-14.44539
"oxy",5,-0.207432,-13.92008,-0.240056,-9.829418,0.213797,9.189919,-0.453853,-20.43279
"doxy",5,0.237672,58.29826,-0.142258,-21.29133,-0.089446,-14.05352,-0.052811,-8.690647
"oxy",13,-0.384701,-16.40108,-0.594156,-15.4561,0.248147,6.776486,-0.842304,-24.0916
"doxy",13,0.176614,24.83882,-0.002657,-0.227979,-0.050956,-4.590348,0.048299,4.557152
"oxy",6,-0.177752,-9.236123,-0.008998,-0.285266,0.304774,10.14376,-0.313771,-10.93797
"doxy",6,0.262126,42.48619,-0.163702,-16.18979,0.019714,2.046706,-0.183416,-19.94444
"oxy",14,-0.210595,-8.514947,-0.334983,-8.264317,0.115531,2.992111,-0.450514,-12.22053
"doxy",14,0.312812,34.4721,0.328061,22.05914,0.048886,3.450733,0.279175,20.63994
"oxy",7,-0.149937,-8.757357,-0.427523,-15.23607,0.244077,9.131394,-0.6716,-26.31615
"doxy",7,0.408867,34.16359,-0.094582,-4.822127,0.035471,1.89846,-0.130053,-7.290357
"oxy",15,-0.230207,-9.610115,-0.616073,-15.69251,0.200928,5.372757,-0.817001,-22.8813
"doxy",15,0.15412,17.28975,0.29063,19.8939,0.088472,6.35743,0.202158,15.21486
"oxy",8,-0.200045,-10.17906,-0.141999,-4.408747,0.16879,5.501399,-0.310789,-10.60947
"doxy",8,0.129239,15.20756,-0.173277,-12.44107,0.111,8.366343,-0.284277,-22.44173
"oxy",16,-0.077676,-3.942487,-0.436749,-13.52582,-0.009847,-0.320137,-0.426902,-14.53642
"doxy",16,0.070989,13.3315,0.078953,9.047026,-0.066008,-7.940181,0.144961,18.26361
