"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0.30093,18.66708,0.010556,0.394503,-0.26862,-10.5917,0.279177,12.08275
"doxy",1,-0.051204,-5.763348,-0.042978,-2.914382,-0.17709,-12.67014,0.134112,10.53214
"oxy",9,0.014571,0.690887,-0.317707,-9.07538,-0.019294,-0.581501,-0.298413,-9.871847
"doxy",9,-0.335622,-18.14747,-0.119166,-3.881965,-0.008761,-0.301119,-0.110405,-4.165153
"oxy",2,0.308415,17.12967,0.059266,1.983142,-0.422409,-14.91289,0.481675,18.66565
"doxy",2,0.234795,32.03541,0.16668,13.70118,-0.158524,-13.74841,0.325204,30.95803
"oxy",10,0.298839,9.989756,-0.435695,-8.774705,-0.381418,-8.104647,-0.054277,-1.265931
"doxy",10,-0.493687,-25.58129,-0.092067,-2.874124,0.123671,4.073374,-0.215738,-7.799599
"oxy",3,0.166644,9.102012,-0.095915,-3.156229,-0.192476,-6.682542,0.096561,3.679823
"doxy",3,-0.189355,-13.68373,-0.021515,-0.936724,-0.12051,-5.53563,0.098994,4.991318
"oxy",11,0.076904,3.761941,-0.316355,-9.32328,-0.106293,-3.305084,-0.210062,-7.169423
"doxy",11,-0.317445,-17.88367,-0.126544,-4.294981,-0.057915,-2.073916,-0.068629,-2.697571
"oxy",4,0.362819,25.6768,-0.058342,-2.487509,-0.408776,-18.38874,0.350434,17.30346
"doxy",4,0.249021,35.28144,0.147428,12.58407,-0.113369,-10.20986,0.260797,25.78027
"oxy",12,0.168131,5.705214,-0.29226,-5.97484,-0.168211,-3.62822,-0.124049,-2.936935
"doxy",12,-0.222337,-17.64309,-0.052565,-2.512999,0.057393,2.894908,-0.109958,-6.087853
"oxy",5,1.570668,47.70315,0.272767,4.990983,-0.327073,-6.314265,0.599839,12.71081
"doxy",5,0.763821,34.25637,0.226676,6.124738,-0.29557,-8.426088,0.522246,16.34183
"oxy",13,0.372154,25.78271,-0.024312,-1.014734,-0.234816,-10.3407,0.210505,10.17521
"doxy",13,-0.168199,-16.26578,-0.066249,-3.859792,-0.108249,-6.654142,0.042,2.83386
"oxy",6,1.493764,47.51101,0.45786,8.773597,-0.256831,-5.192476,0.714691,15.8601
"doxy",6,1.228676,37.87635,0.613306,11.39044,-0.0291,-0.570217,0.642406,13.81707
"oxy",14,0.518474,29.63733,-0.112634,-3.878936,-0.407362,-14.80159,0.294728,11.75465
"doxy",14,0.124986,14.94924,0.01364,0.982881,-0.238382,-18.12369,0.252022,21.03156
"oxy",7,1.513222,45.10882,0.092769,1.666064,-0.320804,-6.078746,0.413573,8.601733
"doxy",7,0.700437,36.23029,0.211101,6.578482,-0.10894,-3.581824,0.320041,11.55004
"oxy",15,0.418041,21.38334,-0.088713,-2.733865,-0.446427,-14.51519,0.357714,12.76639
"doxy",15,-0.195767,-25.89716,0.050507,4.025317,-0.063077,-5.303996,0.113585,10.48357
"oxy",8,1.263181,51.01488,0.09847,2.395889,-0.343189,-8.810099,0.441659,12.44498
"doxy",8,0.371481,26.26159,0.237058,10.09653,0.005517,0.247903,0.231542,11.4206
"oxy",16,0.753668,33.57257,0.243535,6.535793,-0.352591,-9.983689,0.596126,18.52755
"doxy",16,0.195977,15.99044,0.348945,17.15318,-0.028817,-1.494594,0.377763,21.50549
