"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0.806062,13.00732,-1.682552,-16.10677,0.093872,0.955096,-1.776424,-20.23993
"doxy",1,-0.560442,-15.99752,-1.245387,-21.08857,0.344306,6.196639,-1.589693,-32.03896
"oxy",9,1.742571,24.13874,-0.095549,-0.785187,0.165003,1.441136,-0.260552,-2.548367
"doxy",9,0.465416,8.576988,-0.416077,-4.548706,0.296153,3.441108,-0.71223,-9.267368
"oxy",2,1.878991,23.37437,-1.832693,-13.52464,-0.440541,-3.455343,-1.392152,-12.2277
"doxy",2,-0.208976,-6.320267,-1.084403,-19.45588,-0.046338,-0.883613,-1.038066,-22.16702
"oxy",10,1.98564,23.33675,-0.926238,-6.457774,-0.129227,-0.957594,-0.797011,-6.613739
"doxy",10,-0.213172,-4.911686,-1.215388,-16.61253,0.56136,8.155142,-1.776748,-28.90474
"oxy",3,5.536589,4.912104,2.452551,1.290815,-1.808461,-1.011636,4.261012,2.6692
"doxy",3,6.000391,5.34691,6.92356,3.659936,-1.146424,-0.644107,8.069983,5.077373
"oxy",11,2.092642,23.43608,0.501849,3.334139,0.094993,0.670766,0.406856,3.217168
"doxy",11,0.816222,12.18896,-0.3967,-3.51432,0.306869,2.889359,-0.70357,-7.418367
"oxy",4,1.264462,18.22722,-2.170982,-18.56485,0.457408,4.157267,-2.62839,-26.75146
"doxy",4,-0.489624,-15.843,-0.875513,-16.80574,0.358472,7.313409,-1.233985,-28.19211
"oxy",12,2.066754,27.17017,-0.125812,-0.981177,0.358605,2.972417,-0.484417,-4.496415
"doxy",12,-0.217804,-7.230596,-1.08103,-21.28961,0.477698,9.9989,-1.558728,-36.53614
"oxy",5,3.768002,6.078819,0.030375,0.02907,-1.881288,-1.913608,1.911663,2.177522
"doxy",5,8.618186,5.101884,8.785862,3.085459,-1.201565,-0.448489,9.987427,4.174567
"oxy",13,1.677251,25.27898,0.992439,8.873314,0.184996,1.757978,0.807443,8.592435
"doxy",13,0.274793,7.389183,-0.917623,-14.63782,0.487113,8.258689,-1.404737,-26.67039
"oxy",6,2.190677,27.74122,-1.056983,-7.94028,0.149467,1.193389,-1.20645,-10.78697
"doxy",6,-0.67966,-18.14374,-1.541528,-24.4122,0.357822,6.022707,-1.89935,-35.79999
"oxy",14,2.20639,23.09847,0.05521,0.34288,0.307013,2.026505,-0.251803,-1.861249
"doxy",14,0.219242,4.502632,-1.508311,-18.37615,0.471854,6.109986,-1.980165,-28.71358
"oxy",7,1.413783,28.07567,0.134626,1.585978,0.418463,5.239554,-0.283837,-3.979786
"doxy",7,-0.036805,-0.811746,-0.768492,-10.05467,0.692351,9.627727,-1.460843,-22.74859
"oxy",15,0.71688,18.45336,0.212197,3.240324,0.338509,5.493998,-0.126312,-2.295707
"doxy",15,-0.146166,-5.364037,-1.093415,-23.80408,0.477647,11.05205,-1.571063,-40.70823
"oxy",8,1.67715,25.14507,-1.542858,-13.72233,-0.122053,-1.153771,-1.420805,-15.04037
"doxy",8,-0.743995,-16.73575,-2.135201,-28.49277,0.486342,6.897744,-2.621544,-41.63662
"oxy",16,1.244159,22.77757,-0.005763,-0.062592,0.45195,5.216893,-0.457714,-5.916548
"doxy",16,-0.18303,-7.008333,-1.215491,-27.60988,0.283941,6.85504,-1.499432,-40.53797
