"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.208031,13.27143,-0.175795,-14.74089,0.355442,28.00145,-0.175795,-14.74089,0.355442,28.00145,0.531238,34.76569,0.179647,9.299144
"doxy",1,0.069725,6.070045,-0.05342,-6.112655,0.186098,20.00618,-0.05342,-6.112655,0.186098,20.00618,0.239518,21.39001,0.132678,9.372024
"oxy",9,-0.09454,-17.35044,-0.054121,-13.05547,0.032678,7.40585,-0.054121,-13.05547,0.032678,7.40585,0.0868,16.34129,-0.021443,-3.193169
"doxy",9,0.085039,18.73975,-0.023263,-6.738016,0.063657,17.32251,-0.023263,-6.738016,0.063657,17.32251,0.08692,19.64871,0.040394,7.22262
"oxy",2,0.149304,19.05368,-0.0905,-15.18031,0.242552,38.22369,-0.0905,-15.18031,0.242552,38.22369,0.333052,43.60038,0.152052,15.74461
"doxy",2,0.091959,21.89023,0.00681,2.130838,0.021861,6.426052,0.00681,2.130838,0.021861,6.426052,0.015051,3.675186,0.028671,5.537762
"oxy",10,0.060805,9.672421,-0.045094,-9.428499,0.062403,12.25808,-0.045094,-9.428499,0.062403,12.25808,0.107498,17.54142,0.017309,2.234065
"doxy",10,0.154414,24.15444,0.00523,1.075382,0.079882,15.43052,0.00523,1.075382,0.079882,15.43052,0.074652,11.97904,0.085112,10.80278
"oxy",3,0.094543,14.39817,-0.118008,-23.6218,0.117047,22.0119,-0.118008,-23.6218,0.117047,22.0119,0.235055,36.72121,-0.000961,-0.11873
"doxy",3,0.079683,29.18619,-0.017947,-8.640316,-0.007199,-3.256081,-0.017947,-8.640316,-0.007199,-3.256081,0.010748,4.038477,-0.025146,-7.473265
"oxy",11,-0.030546,-6.464366,-0.041046,-11.41752,0.040511,10.58697,-0.041046,-11.41752,0.040511,10.58697,0.081557,17.70555,-0.000535,-0.091827
"doxy",11,0.09355,24.13685,0.008955,3.036874,0.064548,20.56553,0.008955,3.036874,0.064548,20.56553,0.055593,14.71391,0.073503,15.3877
"oxy",4,0.132784,19.01452,-0.041346,-7.782047,0.135129,23.89516,-0.041346,-7.782047,0.135129,23.89516,0.176475,25.92352,0.093784,10.89682
"doxy",4,0.117659,29.19935,-0.001441,-0.470157,0.010454,3.203765,-0.001441,-0.470157,0.010454,3.203765,0.011896,3.028342,0.009013,1.814863
"oxy",12,0.005017,0.820907,-0.035919,-7.725525,0.033311,6.730985,-0.035919,-7.725525,0.033311,6.730985,0.06923,11.62091,-0.002609,-0.346352
"doxy",12,0.09535,15.63497,0.028078,6.051567,0.072456,14.6714,0.028078,6.051567,0.072456,14.6714,0.044378,7.464763,0.100534,13.37585
"oxy",5,0.051286,7.210611,-0.091093,-16.83381,0.103191,17.9158,-0.091093,-16.83381,0.103191,17.9158,0.194284,28.02084,0.012098,1.380178
"doxy",5,0.144675,27.62904,-0.065403,-16.41702,0.06683,15.76024,-0.065403,-16.41702,0.06683,15.76024,0.132233,25.90491,0.001427,0.221108
"oxy",13,-0.064498,-11.91839,-0.018081,-4.391562,0.024368,5.560539,-0.018081,-4.391562,0.024368,5.560539,0.042449,8.046608,0.006287,0.942687
"doxy",13,0.078202,19.4706,-0.017239,-5.641437,0.054569,16.77762,-0.017239,-5.641437,0.054569,16.77762,0.071808,18.34024,0.037331,7.541524
"oxy",6,0.064868,10.26559,-0.029126,-6.058443,0.06018,11.76044,-0.029126,-6.058443,0.06018,11.76044,0.089306,14.49786,0.031054,3.987463
"doxy",6,0.05056,9.841022,-0.020516,-5.248693,0.042525,10.22106,-0.020516,-5.248693,0.042525,10.22106,0.063041,12.58711,0.022009,3.475856
"oxy",14,-0.042126,-6.562068,-0.055183,-11.29837,0.020204,3.886303,-0.055183,-11.29837,0.020204,3.886303,0.075387,12.04623,-0.034979,-4.421078
"doxy",14,0.022607,4.409051,0.022931,5.878479,0.049471,11.91462,0.022931,5.878479,0.049471,11.91462,0.02654,5.309757,0.072402,11.45761
"oxy",7,-0.010577,-1.531917,-0.041411,-7.883317,0.047876,8.562506,-0.041411,-7.883317,0.047876,8.562506,0.089287,13.26552,0.006464,0.759677
"doxy",7,0.071517,12.68302,-0.060567,-14.11802,0.071804,15.72454,-0.060567,-14.11802,0.071804,15.72454,0.132371,24.081,0.011236,1.616863
"oxy",15,-0.096971,-18.56972,0.019964,5.024944,0.028115,6.648554,0.019964,5.024944,0.028115,6.648554,0.008152,1.601312,0.048079,7.470535
"doxy",15,0.017573,5.999507,-0.000498,-0.223428,0.045063,18.99839,-0.000498,-0.223428,0.045063,18.99839,0.045561,15.95657,0.044565,12.34534
"oxy",8,0.042158,6.547616,-0.04428,-9.039302,0.057635,11.05374,-0.04428,-9.039302,0.057635,11.05374,0.101915,16.23721,0.013355,1.682984
"doxy",8,0.029533,7.388429,-0.019355,-6.364403,0.040785,12.59983,-0.019355,-6.364403,0.040785,12.59983,0.06014,15.43394,0.02143,4.350125
"oxy",16,-0.062588,-10.09016,0.003517,0.745274,0.014869,2.96016,0.003517,0.745274,0.014869,2.96016,0.011352,1.877392,0.018386,2.4051
"doxy",16,-0.048515,-11.59085,0.006019,1.890156,0.012275,3.621491,0.006019,1.890156,0.012275,3.621491,0.006256,1.533244,0.018294,3.546393
