"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.097869,45.4832,0.050673,28.89403,-0.001949,-1.059273,0.050673,28.89403,-0.001949,-1.059273,-0.052623,-25.04541,0.048724,16.7024
"doxy",1,-0.148712,-45.82829,-0.078223,-29.57629,0.002007,0.723141,-0.078223,-29.57629,0.002007,0.723141,0.08023,25.32048,-0.076216,-17.32461
"oxy",9,0.177257,25.05063,0.078208,13.56099,0.000633,0.104567,0.078208,13.56099,0.000633,0.104567,-0.077575,-11.22767,0.078841,8.218617
"doxy",9,-0.090093,-20.34423,-0.064969,-18.00028,-0.000642,-0.169628,-0.064969,-18.00028,-0.000642,-0.169628,0.064326,14.87613,-0.065611,-10.92849
"oxy",2,0.126865,12.97268,0.057024,7.154307,-0.069852,-8.351832,0.057024,7.154307,-0.069852,-8.351832,-0.126876,-13.28671,-0.012828,-0.967588
"doxy",2,-0.15983,-48.01574,-0.074318,-27.39309,-0.001922,-0.675263,-0.074318,-27.39309,-0.001922,-0.675263,0.072395,22.27337,-0.07624,-16.89427
"oxy",10,-0.041102,-3.471578,-0.050862,-5.270758,-0.058784,-5.805408,-0.050862,-5.270758,-0.058784,-5.805408,-0.007922,-0.685278,-0.109646,-6.830959
"doxy",10,-0.145741,-23.3106,0.03335,6.544768,0.088861,16.61861,0.03335,6.544768,0.088861,16.61861,0.05551,9.092752,0.122211,14.41824
"oxy",3,0.18967,27.51234,0.059184,10.53306,0.013826,2.344906,0.059184,10.53306,0.013826,2.344906,-0.045358,-6.738051,0.073009,7.811562
"doxy",3,-0.134193,-37.37022,-0.101005,-34.51126,0.014546,4.736361,-0.101005,-34.51126,0.014546,4.736361,0.115551,32.95469,-0.086459,-17.75975
"oxy",11,0.175751,19.8036,0.024592,3.399865,-0.037768,-4.976048,0.024592,3.399865,-0.037768,-4.976048,-0.06236,-7.196176,-0.013176,-1.095129
"doxy",11,-0.23624,-34.99335,-0.041986,-7.630653,0.053026,9.184072,-0.041986,-7.630653,0.053026,9.184072,0.095012,14.41323,0.01104,1.206222
"oxy",4,0.070352,10.00244,0.047596,8.302794,-0.021346,-3.548565,0.047596,8.302794,-0.021346,-3.548565,-0.068942,-10.03833,0.02625,2.752942
"doxy",4,-0.082771,-30.70925,-0.034409,-15.66314,0.022383,9.710114,-0.034409,-15.66314,0.022383,9.710114,0.056792,21.57863,-0.012025,-3.29093
"oxy",12,-0.00427,-0.445618,0.01638,2.097342,-0.013877,-1.693316,0.01638,2.097342,-0.013877,-1.693316,-0.030256,-3.233748,0.002503,0.192683
"doxy",12,-0.104515,-18.98285,-0.044707,-9.962784,0.02186,4.642411,-0.044707,-9.962784,0.02186,4.642411,0.066566,12.38198,-0.022847,-3.060864
"oxy",5,0.180753,24.83716,0.034343,5.789928,0.018706,3.005512,0.034343,5.789928,0.018706,3.005512,-0.015636,-2.200394,0.053049,5.376801
"doxy",5,-0.033663,-8.249602,-0.054334,-16.33676,0.021278,6.097147,-0.054334,-16.33676,0.021278,6.097147,0.075612,18.97644,-0.033055,-5.975096
"oxy",13,0.141746,19.23988,0.060879,10.1387,-0.019473,-3.090605,0.060879,10.1387,-0.019473,-3.090605,-0.080352,-11.16965,0.041406,4.14556
"doxy",13,-0.121773,-25.62389,-0.093013,-24.01388,0.038053,9.362609,-0.093013,-24.01388,0.038053,9.362609,0.131067,28.24456,-0.05496,-8.530482
"oxy",6,0.156014,18.14548,0.029621,4.226911,-0.050256,-6.834566,0.029621,4.226911,-0.050256,-6.834566,-0.079877,-9.514311,-0.020636,-1.770344
"doxy",6,-0.040643,-7.544325,0.027221,6.19958,0.067241,14.59438,0.027221,6.19958,0.067241,14.59438,0.04002,7.607933,0.094462,12.93376
"oxy",14,0.012161,2.387408,0.014542,3.502952,-0.021006,-4.822032,0.014542,3.502952,-0.021006,-4.822032,-0.035548,-7.147326,-0.006464,-0.935996
"doxy",14,-0.033626,-9.052005,-0.058521,-19.32858,0.03432,10.80272,-0.058521,-19.32858,0.03432,10.80272,0.092841,25.59512,-0.0242,-4.805285
"oxy",7,0.240645,30.45712,0.075742,11.76177,0.021702,3.211661,0.075742,11.76177,0.021702,3.211661,-0.05404,-7.004488,0.097444,9.097023
"doxy",7,-0.010142,-1.692304,-0.08711,-17.83431,-0.005217,-1.017957,-0.08711,-17.83431,-0.005217,-1.017957,0.081893,13.99457,-0.092327,-11.36387
"oxy",15,0.143803,15.84519,-0.032131,-4.343802,-0.02172,-2.798378,-0.032131,-4.343802,-0.02172,-2.798378,0.01041,1.174744,-0.053851,-4.376744
"doxy",15,-0.061313,-9.226688,-0.058067,-10.72141,0.049419,8.695628,-0.058067,-10.72141,0.049419,8.695628,0.107486,16.56525,-0.008649,-0.960015
"oxy",8,0.093059,9.867734,0.04899,6.373732,-0.026032,-3.227591,0.04899,6.373732,-0.026032,-3.227591,-0.075022,-8.147033,0.022958,1.795704
"doxy",8,-0.100921,-14.07734,-0.030755,-5.263544,0.02986,4.870084,-0.030755,-5.263544,0.02986,4.870084,0.060615,8.658965,-0.000895,-0.092131
"oxy",16,-0.262633,-20.22658,-0.152633,-14.42266,0.000611,0.055019,-0.152633,-14.42266,0.000611,0.055019,0.153244,12.08667,-0.152022,-8.635962
"doxy",16,0.051557,4.651092,-0.005513,-0.610192,0.140189,14.78754,-0.005513,-0.610192,0.140189,14.78754,0.145701,13.46118,0.134676,8.96169
