"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.055123,6.224417,-0.04998,-6.774547,-0.152232,-20.82729,-0.04998,-6.774547,-0.152232,-20.82729,-0.102253,-10.22896,-0.202212,-18.79269
"doxy",1,-0.272542,-64.26914,0.039141,11.07959,-0.008609,-2.459568,0.039141,11.07959,-0.008609,-2.459568,-0.04775,-9.975435,0.030533,5.925845
"oxy",9,0.115466,17.29813,-0.017938,-3.225826,-0.004602,-0.835322,-0.017938,-3.225826,-0.004602,-0.835322,0.013336,1.769961,-0.02254,-2.779181
"doxy",9,-0.08908,-22.19599,0.070928,21.21424,0.010703,3.231021,0.070928,21.21424,0.010703,3.231021,-0.060225,-13.29415,0.08163,16.74013
"oxy",2,0.057092,16.79037,-0.027196,-9.600677,0.035591,12.68169,-0.027196,-9.600677,0.035591,12.68169,0.062786,16.35829,0.008395,2.031953
"doxy",2,-0.087172,-16.41575,0.041329,9.342481,-0.054557,-12.44779,0.041329,9.342481,-0.054557,-12.44779,-0.095886,-15.99671,-0.013227,-2.050098
"oxy",10,0.021886,4.877487,-0.049598,-13.2681,-0.073279,-19.78637,-0.049598,-13.2681,-0.073279,-19.78637,-0.023681,-4.675443,-0.122877,-22.53784
"doxy",10,-0.032165,-4.649504,0.07556,13.11077,0.113775,19.92627,0.07556,13.11077,0.113775,19.92627,0.038216,4.893842,0.189335,22.52501
"oxy",3,0.093502,13.29313,0.039459,6.733908,-0.059815,-10.30332,0.039459,6.733908,-0.059815,-10.30332,-0.099274,-12.50349,-0.020357,-2.381916
"doxy",3,-0.177521,-41.81815,-0.042854,-12.11783,-0.042457,-12.11769,-0.042854,-12.11783,-0.042457,-12.11769,0.000397,0.082913,-0.085311,-16.53991
"oxy",11,0.105117,9.495369,-0.006435,-0.69779,-0.065898,-7.212252,-0.006435,-0.69779,-0.065898,-7.212252,-0.059463,-4.758552,-0.072334,-5.377651
"doxy",11,-0.046446,-5.117265,-0.007389,-0.977253,-0.021887,-2.921659,-0.007389,-0.977253,-0.021887,-2.921659,-0.014497,-1.415055,-0.029276,-2.654701
"oxy",4,0.019519,1.817285,0.027776,3.104152,-0.101427,-11.44112,0.027776,3.104152,-0.101427,-11.44112,-0.129203,-10.65659,-0.073651,-5.64352
