"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,-0.012016,-0.612243,-0.003458,-0.102003,-0.062904,-1.714003,0.059446,2.361742
"doxy",1,-0.213833,-20.58995,-0.091798,-5.117386,-0.024571,-1.265219,-0.067227,-5.04726
"oxy",9,0.031693,1.227061,-0.00036,-0.008079,-0.240045,-4.969966,0.239684,7.235625
"doxy",9,-0.381781,-15.88133,0.166224,4.00315,0.105194,2.340043,0.06103,1.979466
"oxy",2,-0.167849,-5.881919,0.142355,2.888079,-0.089026,-1.668302,0.231381,6.322109
"doxy",2,-0.120646,-7.890611,0.195001,7.383672,0.225062,7.871554,-0.030061,-1.532966
"oxy",10,-0.527307,-11.99765,0.47642,6.275648,-0.227112,-2.76332,0.703532,12.48104
"doxy",10,-0.441518,-12.06857,0.877499,13.88641,0.66623,9.738486,0.211268,4.502738
"oxy",3,-0.085248,-2.97823,0.300633,6.080595,0.142895,2.669621,0.157738,4.296796
"doxy",3,0.005089,0.626585,0.211492,15.07485,0.175535,11.55706,0.035957,3.451721
"oxy",11,0.096012,3.643295,0.204876,4.500874,-0.103454,-2.099305,0.30833,9.122626
"doxy",11,-0.386115,-19.42185,0.140159,4.081604,0.067715,1.821452,0.072444,2.841262
"oxy",4,0.141474,9.813107,0.179046,7.190039,0.035589,1.320111,0.143457,7.758644
"doxy",4,-0.012106,-1.611123,0.061854,4.765586,0.092498,6.582667,-0.030644,-3.179694
"oxy",12,0.034529,1.194301,0.749444,15.00735,0.297926,5.510564,0.451518,12.17696
"doxy",12,-0.136628,-7.974089,0.370579,12.52159,0.365013,11.39225,0.005567,0.253324
"oxy",5,-0.241716,-7.594231,0.243002,4.420022,-0.147714,-2.481759,0.390716,9.571377
"doxy",5,-0.154484,-8.922164,0.445816,14.90664,0.239755,7.404834,0.206061,9.279364
"oxy",13,-0.017569,-0.588076,0.439809,8.52307,0.356482,6.381057,0.083327,2.174794
"doxy",13,-0.014843,-1.623398,0.133457,8.450445,0.064244,3.757494,0.069212,5.902293
"oxy",6,-0.204634,-5.510463,0.072012,1.122662,-0.341361,-4.915677,0.413372,8.679334
"doxy",6,0.028407,2.425107,0.193298,9.553631,0.287577,13.12859,-0.094279,-6.275571
"oxy",14,-0.045819,-1.855615,0.380261,8.915831,0.157734,3.416092,0.222527,7.026852
"doxy",14,0.043584,4.478133,0.115626,6.877897,0.212354,11.66772,-0.096729,-7.749174
"oxy",7,-0.073614,-2.619137,0.218895,4.508911,-0.178608,-3.398288,0.397502,11.02744
"doxy",7,-0.265488,-15.4439,0.38963,13.12203,0.335112,10.42465,0.054519,2.472813
"oxy",15,0.099885,10.40267,-0.073598,-4.437613,-0.038711,-2.155939,-0.034888,-2.833028
"doxy",15,-0.143355,-8.410898,0.159043,5.402321,0.08637,2.709883,0.072673,3.3246
"oxy",8,-0.315676,-7.181746,0.364215,4.797135,-0.287793,-3.501291,0.652008,11.56581
"doxy",8,-0.283429,-13.60369,0.449279,12.48432,0.315992,8.110526,0.133286,4.988081
"oxy",16,0.164574,7.432935,0.513421,13.42484,0.30228,7.300761,0.211141,7.435452
"doxy",16,0.023306,2.373547,0.063135,3.722581,0.141248,7.692688,-0.078113,-6.202876
