"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,-3.846115,-8.062955,0.003688,0.007052,-0.416145,-1.222253,0.003688,0.007052,-0.416145,-1.222253,-0.419833,-0.731901,-0.412457,-0.614945
"doxy",1,-7.524303,-7.826451,0.155207,0.147243,-1.728338,-2.518675,0.155207,0.147243,-1.728338,-2.518675,-1.883545,-1.629216,-1.573132,-1.163723
"oxy",9,0.81055,42.92073,0.016605,0.801944,-0.105761,-7.846175,0.016605,0.801944,-0.105761,-7.846175,-0.122366,-5.388297,-0.089156,-3.357575
"doxy",9,0.271536,34.35024,0.065731,7.58394,-0.068294,-12.10397,0.065731,7.58394,-0.068294,-12.10397,-0.134024,-14.09906,-0.002563,-0.230596
"oxy",2,-0.102427,-10.06493,0.222914,19.9782,0.006779,0.9332,0.222914,19.9782,0.006779,0.9332,-0.216135,-17.66137,0.229692,16.05193
"doxy",2,0.229944,47.42881,0.036022,6.776681,0.007568,2.186859,0.036022,6.776681,0.007568,2.186859,-0.028455,-4.880672,0.04359,6.394289
"oxy",10,0.222705,14.63901,0.254469,15.25604,-0.006906,-0.635961,0.254469,15.25604,-0.006906,-0.635961,-0.261374,-14.28728,0.247563,11.57323
"doxy",10,0.312362,53.19944,0.135825,21.09854,0.003129,0.746529,0.135825,21.09854,0.003129,0.746529,-0.132696,-18.79364,0.138953,16.83076
"oxy",3,0.130428,12.34651,0.112581,9.719922,0.047625,6.316103,0.112581,9.719922,0.047625,6.316103,-0.064957,-5.11327,0.160206,10.78541
"doxy",3,0.136544,27.45196,0.067554,12.38731,0.047396,13.35013,0.067554,12.38731,0.047396,13.35013,-0.020158,-3.370219,0.11495,16.43597
"oxy",11,0.331974,23.79602,0.140061,9.156746,0.006768,0.679697,0.140061,9.156746,0.006768,0.679697,-0.133292,-7.945293,0.146829,7.485099
"doxy",11,0.298076,28.41765,0.193052,16.78645,0.033452,4.468113,0.193052,16.78645,0.033452,4.468113,-0.1596,-12.6531,0.226503,15.35753
"oxy",4,0.150155,15.76332,0.168557,16.13915,-0.009035,-1.328832,0.168557,16.13915,-0.009035,-1.328832,-0.177592,-15.50372,0.159523,11.91013
"doxy",4,0.228431,51.57203,0.056189,11.57014,0.087013,27.52244,0.056189,11.57014,0.087013,27.52244,0.030823,5.786861,0.143202,22.99297
"oxy",12,-0.091179,-6.703726,0.21305,14.28653,0.032137,3.310379,0.21305,14.28653,0.032137,3.310379,-0.180912,-11.06096,0.245187,12.82049
"doxy",12,0.336883,43.58393,0.149143,17.59847,0.071367,12.93572,0.149143,17.59847,0.071367,12.93572,-0.077776,-8.367501,0.22051,20.28906
"oxy",5,0.285366,25.34874,0.017486,1.416642,0.049543,6.165735,0.017486,1.416642,0.049543,6.165735,0.032058,2.368055,0.067029,4.23451
"doxy",5,0.210724,32.9596,0.107601,15.35009,0.055062,12.06595,0.107601,15.35009,0.055062,12.06595,-0.05254,-6.833778,0.162663,18.09435
"oxy",13,0.130353,11.27555,0.086152,6.796842,-0.005848,-0.708655,0.086152,6.796842,-0.005848,-0.708655,-0.092,-6.617693,0.080305,4.940179
"doxy",13,0.181252,27.24969,0.119262,16.35329,0.038431,8.094731,0.119262,16.35329,0.038431,8.094731,-0.080831,-10.10559,0.157693,16.86073
"oxy",6,0.170996,16.27133,0.13044,11.32066,-0.007135,-0.951238,0.13044,11.32066,-0.007135,-0.951238,-0.137575,-10.88631,0.123304,8.344538
"doxy",6,0.203617,40.50034,0.092848,16.84378,0.076633,21.35529,0.092848,16.84378,0.076633,21.35529,-0.016214,-2.681951,0.169481,23.97455
"oxy",14,0.129089,6.982545,0.413281,20.38898,-0.103385,-7.834787,0.413281,20.38898,-0.103385,-7.834787,-0.516666,-23.24016,0.309896,11.9214
"doxy",14,0.127783,12.91267,0.142342,13.11896,-0.024244,-3.432386,0.142342,13.11896,-0.024244,-3.432386,-0.166586,-13.99861,0.118097,8.487291
"oxy",7,0.565089,31.10685,-0.132258,-6.640274,-0.118491,-9.138399,-0.132258,-6.640274,-0.118491,-9.138399,0.013767,0.630196,-0.250749,-9.816686
"doxy",7,0.197527,23.91603,-0.038154,-4.213396,-0.093656,-15.8871,-0.038154,-4.213396,-0.093656,-15.8871,-0.055502,-5.588233,-0.131811,-11.3501
"oxy",15,0.174419,10.91856,0.162134,9.256996,0.058209,5.105143,0.162134,9.256996,0.058209,5.105143,-0.103925,-5.409963,0.220344,9.80973
"doxy",15,0.336732,50.29939,0.05278,7.190667,0.059012,12.34987,0.05278,7.190667,0.059012,12.34987,0.006232,0.774159,0.111792,11.87608
"oxy",8,0.174272,11.47616,-0.027253,-1.636863,0.005385,0.496789,-0.027253,-1.636863,0.005385,0.496789,0.032638,1.787292,-0.021869,-1.02418
"doxy",8,0.243689,45.65698,0.09742,16.64739,0.046276,12.14714,0.09742,16.64739,0.046276,12.14714,-0.051144,-7.96841,0.143696,19.14714
"oxy",16,0.042529,2.86113,0.154556,9.483431,-0.039099,-3.685199,0.154556,9.483431,-0.039099,-3.685199,-0.193655,-10.83395,0.115457,5.524114
"doxy",16,0.265942,39.47161,0.019656,2.660852,-0.018807,-3.910819,0.019656,2.660852,-0.018807,-3.910819,-0.038463,-4.747329,0.000849,0.089606
