"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,-0.171744,-29.31332,-0.095496,-19.15036,-0.0538,-10.78873,-0.095496,-19.15036,-0.0538,-10.78873,0.041697,6.899134,-0.149296,-18.81846
"doxy",1,0.16338,47.31177,0.026814,9.123171,0.016525,5.622331,0.026814,9.123171,0.016525,5.622331,-0.01029,-2.888522,0.043339,9.268403
"oxy",9,-0.112474,-18.15864,-0.145929,-27.68074,0.023038,4.369917,-0.145929,-27.68074,0.023038,4.369917,0.168966,26.44482,-0.122891,-14.6522
"doxy",9,0.089171,19.51015,0.024631,6.33181,0.058354,15.00065,0.024631,6.33181,0.058354,15.00065,0.033722,7.152619,0.082985,13.40869
"oxy",2,-0.167735,-20.87054,-0.096271,-14.07389,-0.047968,-7.012456,-0.096271,-14.07389,-0.047968,-7.012456,0.048303,5.826346,-0.14424,-13.25399
"doxy",2,0.147778,36.91179,0.032799,9.62549,0.019354,5.679637,0.032799,9.62549,0.019354,5.679637,-0.013446,-3.255699,0.052153,9.620161
"oxy",10,0.469708,44.1427,-0.011993,-1.324216,-0.033438,-3.69219,-0.011993,-1.324216,-0.033438,-3.69219,-0.021446,-1.953804,-0.045431,-3.153103
"doxy",10,0.304637,36.99514,0.123,17.54987,0.048992,6.990272,0.123,17.54987,0.048992,6.990272,-0.074008,-8.712667,0.171992,15.4249
"oxy",3,-0.088569,-13.33461,-0.127143,-22.49029,-0.068168,-12.05824,-0.127143,-22.49029,-0.068168,-12.05824,0.058975,8.60743,-0.195311,-21.71576
"doxy",3,0.142913,24.87344,0.063933,13.07363,0.031581,6.45798,0.063933,13.07363,0.031581,6.45798,-0.032352,-5.458536,0.095514,12.27675
"oxy",11,-0.081779,-27.34246,-0.051201,-20.11321,-0.006147,-2.414554,-0.051201,-20.11321,-0.006147,-2.414554,0.045054,14.60306,-0.057348,-14.16
"doxy",11,0.099447,26.86059,-0.002039,-0.647183,0.037223,11.81242,-0.002039,-0.647183,0.037223,11.81242,0.039262,10.28036,0.035183,7.018003
"oxy",4,0.017702,1.805677,-0.088954,-10.66113,-0.06247,-7.486923,-0.088954,-10.66113,-0.06247,-7.486923,0.026485,2.619016,-0.151424,-11.4071
"doxy",4,0.157891,27.70173,0.036242,7.470868,0.008744,1.802414,0.036242,7.470868,0.008744,1.802414,-0.027498,-4.677011,0.044986,5.828795
"oxy",12,0.021143,2.859301,-0.184868,-29.37374,-0.027123,-4.309603,-0.184868,-29.37374,-0.027123,-4.309603,0.157745,20.68028,-0.211991,-21.17193
"doxy",12,0.218304,31.86606,0.115641,19.8329,0.070955,12.16906,0.115641,19.8329,0.070955,12.16906,-0.044686,-6.323394,0.186596,20.11509
"oxy",5,-0.247579,-34.298,-0.045973,-7.482862,-0.065424,-10.64881,-0.045973,-7.482862,-0.065424,-10.64881,-0.019451,-2.612208,-0.111398,-11.39681
"doxy",5,0.123827,25.86721,0.022935,5.629153,0.024594,6.036196,0.022935,5.629153,0.024594,6.036196,0.001658,0.335851,0.047529,7.332348
"oxy",13,-0.033789,-4.925873,-0.07459,-12.77585,-0.002084,-0.356996,-0.07459,-12.77585,-0.002084,-0.356996,0.072505,10.24673,-0.076674,-8.254755
"doxy",13,0.089063,24.65401,0.014067,4.57505,0.015445,5.023089,0.014067,4.57505,0.015445,5.023089,0.001378,0.369676,0.029511,6.032988
"oxy",6,-0.067666,-5.297647,-0.033936,-3.121583,-0.150259,-13.82163,-0.033936,-3.121583,-0.150259,-13.82163,-0.116323,-8.828557,-0.184194,-10.64979
"doxy",6,0.230585,30.72198,0.085857,13.44008,0.02901,4.541267,0.085857,13.44008,0.02901,4.541267,-0.056847,-7.342358,0.114868,11.30232
"oxy",14,-0.04323,-4.216458,-0.156399,-17.92252,-0.129981,-14.89518,-0.156399,-17.92252,-0.129981,-14.89518,0.026418,2.497841,-0.28638,-20.62783
"doxy",14,0.196127,33.27483,0.090833,18.1064,0.078144,15.57695,0.090833,18.1064,0.078144,15.57695,-0.012689,-2.087029,0.168978,21.17194
"oxy",7,-0.184285,-29.18396,-0.053521,-9.958296,-0.028622,-5.325437,-0.053521,-9.958296,-0.028622,-5.325437,0.024899,3.822546,-0.082143,-9.606711
"doxy",7,0.103381,28.58334,0.021538,6.996638,0.016281,5.288841,0.021538,6.996638,0.016281,5.288841,-0.005257,-1.409093,0.037819,7.722136
"oxy",15,-0.13806,-16.05484,-0.110801,-15.13873,0.015395,2.103351,-0.110801,-15.13873,0.015395,2.103351,0.126196,14.22635,-0.095407,-8.193487
"doxy",15,0.275246,77.38392,0.017869,5.902644,0.00956,3.157757,0.017869,5.902644,0.00956,3.157757,-0.00831,-2.264791,0.027429,5.694988
"oxy",8,0.21432,15.62098,0.078948,6.760697,-0.129212,-11.06507,0.078948,6.760697,-0.129212,-11.06507,-0.208159,-14.70795,-0.050264,-2.705551
"doxy",8,0.253471,31.13012,0.149941,21.63615,0.031603,4.560299,0.149941,21.63615,0.031603,4.560299,-0.118338,-14.08919,0.181545,16.46598
"oxy",16,-0.09259,-12.80222,-0.103335,-16.78703,-0.021234,-3.449539,-0.103335,-16.78703,-0.021234,-3.449539,0.082101,11.00469,-0.124569,-12.71986
"doxy",16,0.151762,46.90094,0.028626,10.39403,0.057947,21.04053,0.028626,10.39403,0.057947,21.04053,0.029321,8.784376,0.086573,19.75844
