"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.049124,10.31085,-0.000858,-0.218427,-0.000352,-0.089574,-0.000858,-0.218427,-0.000352,-0.089574,0.000506,0.112809,-0.00121,-0.187608
"doxy",1,-0.07447,-30.40615,-0.013933,-6.89833,0.000755,0.373712,-0.013933,-6.89833,0.000755,0.373712,0.014687,6.366519,-0.013178,-3.974265
"oxy",9,0.262759,33.99685,0.026502,4.158056,-0.044903,-7.045167,0.026502,4.158056,-0.044903,-7.045167,-0.071405,-9.808087,-0.018401,-1.758517
"doxy",9,-0.061003,-26.65795,-0.035806,-18.97419,-0.01337,-7.084826,-0.035806,-18.97419,-0.01337,-7.084826,0.022437,10.409,-0.049176,-15.87293
"oxy",2,0.097524,18.32335,0.011234,2.559575,-0.049252,-11.22159,0.011234,2.559575,-0.049252,-11.22159,-0.060486,-12.06496,-0.038017,-5.276073
"doxy",2,-0.043023,-19.49838,-0.010576,-5.81209,-0.020393,-11.20795,-0.010576,-5.81209,-0.020393,-11.20795,-0.009818,-4.723802,-0.030969,-10.3671
"oxy",10,0.318815,26.65504,-0.022466,-2.277736,-0.212444,-21.53891,-0.022466,-2.277736,-0.212444,-21.53891,-0.189977,-16.86245,-0.23491,-14.50692
"doxy",10,-0.178429,-30.6447,-0.11854,-24.68801,-0.131118,-27.30811,-0.11854,-24.68801,-0.131118,-27.30811,-0.012578,-2.293436,-0.249657,-31.67147
"oxy",3,0.064697,15.93499,0.019927,5.951804,-0.013875,-4.144228,0.019927,5.951804,-0.013875,-4.144228,-0.033803,-8.838809,0.006052,1.101069
"doxy",3,-8.65529e-06,-0.003769,-0.012112,-6.395001,-0.021708,-11.462,-0.012112,-6.395001,-0.021708,-11.462,-0.009596,-4.435884,-0.03382,-10.8769
"oxy",11,0.251887,35.72417,0.109158,18.77335,-0.036693,-6.310698,0.109158,18.77335,-0.036693,-6.310698,-0.14585,-21.96048,0.072465,7.59129
"doxy",11,0.000108,0.066943,0.014256,10.67978,-0.009889,-7.408787,0.014256,10.67978,-0.009889,-7.408787,-0.024145,-15.83606,0.004366,1.992498
"oxy",4,0.081002,16.20558,0.039007,9.463256,-0.069969,-16.97511,0.039007,9.463256,-0.069969,-16.97511,-0.108976,-23.146,-0.030962,-4.575431
"doxy",4,0.020149,8.969108,-0.03038,-16.39885,-0.023361,-12.61058,-0.03038,-16.39885,-0.023361,-12.61058,0.007018,3.316744,-0.053741,-17.67003
"oxy",12,0.184325,25.43866,0.079475,13.3006,-0.132052,-22.10012,0.079475,13.3006,-0.132052,-22.10012,-0.211527,-30.99228,-0.052577,-5.359717
"doxy",12,-0.06619,-27.70398,-0.013301,-6.750979,-0.021483,-10.90411,-0.013301,-6.750979,-0.021483,-10.90411,-0.008182,-3.635817,-0.034784,-10.75391
"oxy",5,0.162276,28.04632,0.036649,7.680961,-0.044316,-9.288009,0.036649,7.680961,-0.044316,-9.288009,-0.080965,-14.85585,-0.007667,-0.978785
"doxy",5,-0.009638,-4.841799,-0.024813,-15.11652,-0.059658,-36.34541,-0.024813,-15.11652,-0.059658,-36.34541,-0.034845,-18.58491,-0.084471,-31.346
"oxy",13,0.092556,16.2407,0.116428,24.77351,-0.043164,-9.184647,0.116428,24.77351,-0.043164,-9.184647,-0.159592,-29.72953,0.073264,9.49555
"doxy",13,-0.035772,-22.65239,-0.005624,-4.318733,0.026888,20.64735,-0.005624,-4.318733,0.026888,20.64735,0.032512,21.85699,0.021264,9.945837
"oxy",6,0.139531,27.68979,0.032211,7.751461,-0.078601,-18.91551,0.032211,7.751461,-0.078601,-18.91551,-0.110812,-23.34611,-0.04639,-6.800026
"doxy",6,-0.015518,-7.141039,-0.028795,-16.06879,-0.058011,-32.37294,-0.028795,-16.06879,-0.058011,-32.37294,-0.029216,-14.27347,-0.086806,-29.50639
"oxy",14,0.128663,26.43504,0.081157,20.22027,-0.087205,-21.72734,0.081157,20.22027,-0.087205,-21.72734,-0.168362,-36.72395,-0.006047,-0.917754
"doxy",14,-0.008464,-5.026482,-0.002608,-1.877863,-0.007292,-5.250831,-0.002608,-1.877863,-0.007292,-5.250831,-0.004684,-2.952886,-0.009899,-4.34216
"oxy",7,0.245278,31.71779,0.03614,5.667178,-0.038064,-5.968984,0.03614,5.667178,-0.038064,-5.968984,-0.074204,-10.18713,-0.001924,-0.183773
"doxy",7,-0.054148,-22.74473,-0.046196,-23.53061,-0.062214,-31.69027,-0.046196,-23.53061,-0.062214,-31.69027,-0.016018,-7.143134,-0.10841,-33.63569
"oxy",15,0.119494,20.14715,0.148879,30.4391,0.018281,3.73776,0.148879,30.4391,0.018281,3.73776,-0.130597,-23.37653,0.16716,20.81769
"doxy",15,-0.065692,-28.45738,-0.013227,-6.947994,0.043579,22.89257,-0.013227,-6.947994,0.043579,22.89257,0.056805,26.12446,0.030352,9.711886
"oxy",8,0.342907,39.43095,0.013964,1.947162,-0.102628,-14.31092,0.013964,1.947162,-0.102628,-14.31092,-0.116592,-14.23341,-0.088664,-7.530837
"doxy",8,-0.077189,-21.20168,-0.037529,-12.50007,-0.111621,-37.17916,-0.037529,-12.50007,-0.111621,-37.17916,-0.074092,-21.60549,-0.14915,-30.26012
"oxy",16,0.135328,22.18931,0.094746,18.83845,-0.058563,-11.64443,0.094746,18.83845,-0.058563,-11.64443,-0.153309,-26.68696,0.036182,4.382125
"doxy",16,0.011265,4.083236,0.033281,14.62889,0.001116,0.490453,0.033281,14.62889,0.001116,0.490453,-0.032165,-12.37792,0.034396,9.209457
