"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,0,0,0,0,0,0
"doxy",1,0,0,0,0,0,0
"oxy",9,-0.486557,-27.45719,-0.330285,-27.62398,-0.330285,-27.62398
"doxy",9,0.087961,12.73994,-0.111158,-23.8614,-0.111158,-23.8614
"oxy",2,-0.241761,-23.51847,-0.156192,-22.51938,-0.156192,-22.51938
"doxy",2,0.046897,7.51723,-0.059178,-14.05891,-0.059178,-14.05891
"oxy",10,-0.172826,-8.511704,-0.210953,-15.39816,-0.210953,-15.39816
"doxy",10,0.232184,17.41336,-0.192509,-21.39811,-0.192509,-21.39811
"oxy",3,0,0,0,0,0,0
"doxy",3,0,0,0,0,0,0
"oxy",11,-0.348167,-24.81965,-0.142142,-15.01784,-0.142142,-15.01784
"doxy",11,0.038025,7.110465,-0.061636,-17.08195,-0.061636,-17.08195
"oxy",4,-0.325152,-43.32701,-0.113998,-22.51353,-0.113998,-22.51353
"doxy",4,0.056845,11.6418,0.052504,15.93647,0.052504,15.93647
"oxy",12,-0.322848,-34.40564,0.078455,12.39165,0.078455,12.39165
"doxy",12,0.115067,23.42501,-0.064058,-19.32747,-0.064058,-19.32747
"oxy",5,0,0,0,0,0,0
"doxy",5,0,0,0,0,0,0
"oxy",13,-0.411622,-26.24383,-0.240947,-22.76798,-0.240947,-22.76798
"doxy",13,0.04952,7.21839,-0.152836,-33.01892,-0.152836,-33.01892
"oxy",6,-0.342516,-37.98055,-0.118021,-19.39621,-0.118021,-19.39621
"doxy",6,-0.032612,-4.94334,-0.125401,-28.17191,-0.125401,-28.17191
"oxy",14,-0.492907,-66.95895,0.0055,1.10734,0.0055,1.10734
"doxy",14,0.147112,29.90841,-0.053646,-16.16421,-0.053646,-16.16421
"oxy",7,-0.325671,-18.62753,-0.090988,-7.713231,-0.090988,-7.713231
"doxy",7,0.23613,24.12252,0.040293,6.100599,0.040293,6.100599
"oxy",15,-0.522964,-33.17113,-0.289652,-27.22951,-0.289652,-27.22951
"doxy",15,0.09435,13.86551,-0.086244,-18.78443,-0.086244,-18.78443
"oxy",8,-0.257358,-14.45737,0.012482,1.039215,0.012482,1.039215
"doxy",8,0.079799,6.791478,-0.005984,-0.754833,-0.005984,-0.754833
"oxy",16,-0.54666,-77.3204,-0.125846,-26.38108,-0.125846,-26.38108
"doxy",16,0.057782,8.501871,-0.159305,-34.73993,-0.159305,-34.73993
