"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,-10.77612,-26.32479,4.051571,11.62546,2.131811,6.116534,4.051571,11.62546,2.131811,6.116534,-1.91976,-4.546051,6.183382,11.15009
"doxy",1,-15.74859,-24.71372,1.14964,2.119057,2.246068,4.139743,1.14964,2.119057,2.246068,4.139743,1.096428,1.667866,3.395708,3.933475
"oxy",9,0.013682,0.552794,0.239532,11.36751,0.361223,17.14147,0.239532,11.36751,0.361223,17.14147,0.121692,4.766107,0.600755,17.917
"doxy",9,-0.177067,-13.59573,0.049108,4.429006,-0.07174,-6.469687,0.049108,4.429006,-0.07174,-6.469687,-0.120849,-8.99483,-0.022632,-1.282732
"oxy",2,0.117228,9.19385,0.095299,8.778843,0.115527,10.64149,0.095299,8.778843,0.115527,10.64149,0.020228,1.537811,0.210825,12.20502
"doxy",2,-0.173774,-19.08981,-0.033262,-4.2919,-0.011372,-1.467289,-0.033262,-4.2919,-0.011372,-1.467289,0.02189,2.331007,-0.044634,-3.619381
"oxy",10,0.176278,7.017315,0.188659,8.821338,0.254587,11.90319,0.188659,8.821338,0.254587,11.90319,0.065928,2.544068,0.443246,13.02469
"doxy",10,-0.114917,-6.186806,0.014199,0.897879,0.02004,1.267158,0.014199,0.897879,0.02004,1.267158,0.005841,0.30483,0.034239,1.360656
"oxy",3,0.109309,7.202644,0.186049,14.39952,0.197449,15.2808,0.186049,14.39952,0.197449,15.2808,0.0114,0.728174,0.383498,18.65304
"doxy",3,-0.066306,-9.083616,-0.034869,-5.610897,-0.044045,-7.086854,-0.034869,-5.610897,-0.044045,-7.086854,-0.009176,-1.218483,-0.078914,-7.980113
"oxy",11,0.118953,5.586508,0.222757,12.28797,0.389598,21.49,0.222757,12.28797,0.389598,21.49,0.166842,7.595466,0.612355,21.22844
"doxy",11,-0.092334,-9.354374,0.007949,0.945868,-0.028527,-3.394455,0.007949,0.945868,-0.028527,-3.394455,-0.036476,-3.582171,-0.020579,-1.538944
"oxy",4,0.122085,9.393157,0.140753,12.72015,0.186111,16.81806,0.140753,12.72015,0.186111,16.81806,0.045358,3.382881,0.326863,18.56379
"doxy",4,-0.011251,-1.310263,0.111097,15.19699,0.050327,6.883771,0.111097,15.19699,0.050327,6.883771,-0.06077,-6.860333,0.161425,13.87679
"oxy",12,0.333474,12.61909,0.302329,13.43788,0.454366,20.19419,0.302329,13.43788,0.454366,20.19419,0.152037,5.576994,0.756695,21.13669
"doxy",12,-0.072258,-6.404738,0.052247,5.439594,0.008673,0.902923,0.052247,5.439594,0.008673,0.902923,-0.043574,-3.743967,0.060921,3.985945
"oxy",5,-0.04948,-2.157517,0.361594,18.51957,0.259022,13.26523,0.361594,18.51957,0.259022,13.26523,-0.102573,-4.335529,0.620616,19.97549
"doxy",5,-0.160107,-13.17242,0.071811,6.93956,-0.084407,-8.156197,0.071811,6.93956,-0.084407,-8.156197,-0.156219,-12.45868,-0.012596,-0.764941
"oxy",13,0.130788,7.147506,0.192924,12.38391,0.346546,22.24341,0.192924,12.38391,0.346546,22.24341,0.153622,8.138116,0.53947,21.76224
"doxy",13,-0.123969,-13.69438,-0.001651,-0.214187,-0.044486,-5.771788,-0.001651,-0.214187,-0.044486,-5.771788,-0.042835,-4.5869,-0.046137,-3.762091
"oxy",6,0.063862,2.279822,0.336189,14.09688,0.331372,13.89393,0.336189,14.09688,0.331372,13.89393,-0.004817,-0.166697,0.66756,17.59122
"doxy",6,-0.156544,-8.594143,0.163238,10.52621,0.036372,2.345236,0.163238,10.52621,0.036372,2.345236,-0.126866,-6.751452,0.19961,8.089065
"oxy",14,0.163356,6.177027,0.289002,12.83599,0.591,26.24738,0.289002,12.83599,0.591,26.24738,0.301998,11.06964,0.880001,24.56279
"doxy",14,-0.107982,-10.97869,0.028206,3.368404,0.049556,5.917642,0.028206,3.368404,0.049556,5.917642,0.02135,2.104171,0.077762,5.836001
"oxy",7,0.041236,2.091792,0.269399,16.05188,0.305301,18.18978,0.269399,16.05188,0.305301,18.18978,0.035902,1.765406,0.574701,21.5197
"doxy",7,-0.125085,-10.80782,0.020909,2.122066,-0.11089,-11.25333,0.020909,2.122066,-0.11089,-11.25333,-0.1318,-11.03908,-0.089981,-5.738965
"oxy",15,0.16852,8.685245,0.239541,14.50086,0.343119,20.76962,0.239541,14.50086,0.343119,20.76962,0.103578,5.174664,0.582659,22.16637
"doxy",15,-0.132253,-12.48161,-0.000867,-0.096064,-0.094172,-10.43849,-0.000867,-0.096064,-0.094172,-10.43849,-0.093305,-8.535985,-0.095038,-6.620816
"oxy",8,0.01902,0.997348,-0.19003,-11.70399,0.063299,3.898322,-0.19003,-11.70399,0.063299,3.898322,0.253329,12.87648,-0.126731,-4.905239
"doxy",8,-0.029788,-1.009205,0.293717,11.68835,-0.096469,-3.838674,0.293717,11.68835,-0.096469,-3.838674,-0.390186,-12.81434,0.197248,4.9329
"oxy",16,-0.025836,-1.306906,-0.019251,-1.143814,0.307667,18.27921,-0.019251,-1.143814,0.307667,18.27921,0.326918,16.03046,0.288416,10.76941
"doxy",16,-0.212213,-20.39712,-0.047221,-5.331059,-0.038215,-4.314044,-0.047221,-5.331059,-0.038215,-4.314044,0.009006,0.839074,-0.085436,-6.061578
