"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0,0,0,0,0,0,0,0
"doxy",1,0,0,0,0,0,0,0,0
"oxy",9,0.167852,3.816499,0.014493,0.194332,0.851653,12.16444,-0.83716,-13.28235
"doxy",9,0.09904,10.64717,0.119114,7.551561,0.168642,11.38888,-0.049528,-3.715361
"oxy",2,0.47136,14.06572,0.055193,0.971268,0.330822,6.201468,-0.275629,-5.73935
"doxy",2,0.190046,13.76732,0.137039,5.854403,-0.025283,-1.150541,0.162321,8.205295
"oxy",10,0.554123,8.583324,-0.367015,-3.352594,0.666561,6.486042,-1.033576,-11.1717
"doxy",10,0.035842,1.893971,0.289873,9.033216,0.527375,17.50641,-0.237503,-8.757548
"oxy",3,0.628675,17.53027,0.636252,10.46261,0.963322,16.87424,-0.327069,-6.363995
"doxy",3,0.37808,20.94501,0.197526,6.45311,-0.061154,-2.128205,0.25868,9.99971
"oxy",11,0.259708,5.390983,-0.062078,-0.759919,0.786613,10.25734,-0.848691,-12.29307
"doxy",11,0.055102,4.687079,0.104245,5.229223,0.230761,12.33074,-0.126517,-7.509508
"oxy",4,0.75698,31.48878,0.39422,9.670719,0.693479,18.12155,-0.299259,-8.686517
"doxy",4,0.531753,30.90021,0.622138,21.31998,0.176436,6.440631,0.445703,18.07277
"oxy",12,0.7414,11.4517,-0.585796,-5.335957,0.03024,0.293419,-0.616036,-6.639744
"doxy",12,0.254247,15.68838,0.097419,3.544984,0.118157,4.580058,-0.020738,-0.892913
"oxy",5,-0.017525,-0.461716,-0.405023,-6.292958,0.196081,3.245284,-0.601103,-11.05107
"doxy",5,0.125987,11.87888,0.345186,19.19335,0.212263,12.57228,0.132923,8.745353
"oxy",13,0.140459,3.307265,-0.155347,-2.157095,0.587048,8.683274,-0.742395,-12.19781
"doxy",13,-0.239735,-27.76694,0.003785,0.258562,-0.121714,-8.855781,0.125499,10.14297
"oxy",6,0.233391,5.951304,-0.144919,-2.179221,0.527998,8.457675,-0.672916,-11.97339
"doxy",6,0.197814,22.15548,0.386472,25.52644,0.0632,4.446635,0.323272,25.26503
"oxy",14,0.161054,4.462321,-0.444251,-7.258806,0.017207,0.299492,-0.461459,-8.921716
"doxy",14,-0.198788,-15.75104,-0.126928,-5.930926,-0.345756,-17.20991,0.218829,12.09901
"oxy",7,-0.147441,-3.771714,-0.486237,-7.335272,0.173486,2.787879,-0.659723,-11.7763
"doxy",7,0.142868,14.71054,0.062763,3.811072,0.262666,16.98974,-0.199902,-14.36278
"oxy",15,-0.01834,-0.739572,-0.189189,-4.499026,0.363931,9.219016,-0.55312,-15.56402
"doxy",15,-0.101743,-11.59177,0.167445,11.25036,-0.000925,-0.066238,0.168371,13.38565
"oxy",8,0.221338,4.304454,-0.357752,-4.102911,0.633766,7.742496,-0.991518,-13.45519
"doxy",8,0.171247,11.57939,0.420893,16.78356,0.400811,17.02527,0.020082,0.947563
"oxy",16,0.212769,7.015359,-0.196589,-3.822523,0.330244,6.840182,-0.526834,-12.12113
"doxy",16,-0.030192,-3.37275,0.17215,11.3408,0.089052,6.249191,0.083098,6.477466
