"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.08721,31.33886,0.059501,26.1041,0.02003,8.87936,0.059501,26.1041,0.02003,8.87936,-0.039471,-12.76315,0.07953,23.97506
"doxy",1,-0.101469,-22.74261,-0.093661,-25.62914,-0.032652,-9.028282,-0.093661,-25.62914,-0.032652,-9.028282,0.061009,12.30445,-0.126313,-23.74997
"oxy",9,0.417439,33.74627,0.000677,0.066859,0.13185,13.14927,0.000677,0.066859,0.13185,13.14927,0.131173,9.541974,0.132528,8.987671
"doxy",9,-0.026122,-7.753903,-0.078171,-28.32871,0.013504,4.945112,-0.078171,-28.32871,0.013504,4.945112,0.091675,24.48653,-0.064666,-16.10278
"oxy",2,0.447004,47.04755,-0.034284,-4.405424,0.086133,11.18368,-0.034284,-4.405424,0.086133,11.18368,0.120418,11.40452,0.051849,4.577992
"doxy",2,-0.166264,-34.36391,-0.016795,-4.238034,-0.027775,-7.081717,-0.016795,-4.238034,-0.027775,-7.081717,-0.010979,-2.041882,-0.04457,-7.727776
"oxy",10,0.45866,27.48126,-0.101925,-7.455812,0.130495,9.645515,-0.101925,-7.455812,0.130495,9.645515,0.23242,12.53083,0.028569,1.435998
"doxy",10,0.020552,3.370633,0.011967,2.396172,0.041047,8.304659,0.011967,2.396172,0.041047,8.304659,0.02908,4.291446,0.053015,7.293796
"oxy",3,0.474171,34.79699,0.040544,3.632463,0.11398,10.31861,0.040544,3.632463,0.11398,10.31861,0.073436,4.849249,0.154524,9.512813
"doxy",3,-0.063876,-19.60758,-0.079027,-29.61633,0.019954,7.556286,-0.079027,-29.61633,0.019954,7.556286,0.098982,27.34019,-0.059073,-15.2119
"oxy",11,0.367738,34.64544,-0.031388,-3.610319,0.093845,10.90701,-0.031388,-3.610319,0.093845,10.90701,0.125233,10.61668,0.062456,4.936194
"doxy",11,-0.138838,-24.3113,-0.041915,-8.960618,-0.032244,-6.965192,-0.041915,-8.960618,-0.032244,-6.965192,0.009671,1.523865,-0.074159,-10.89357
"oxy",4,0.105456,13.57487,0.013194,2.073552,0.020477,3.251747,0.013194,2.073552,0.020477,3.251747,0.007283,0.843569,0.033671,3.636047
"doxy",4,-0.015545,-4.087611,-0.042852,-13.75679,-0.006761,-2.193354,-0.042852,-13.75679,-0.006761,-2.193354,0.03609,8.539493,-0.049613,-10.94423
"oxy",12,0.284504,30.88833,-0.076345,-10.1194,0.073247,9.810266,-0.076345,-10.1194,0.073247,9.810266,0.149592,14.61418,-0.003098,-0.282201
"doxy",12,-0.129898,-17.70558,-0.03808,-6.336929,-0.056047,-9.424314,-0.03808,-6.336929,-0.056047,-9.424314,-0.017967,-2.203627,-0.094128,-10.763
"oxy",5,0.411892,36.90022,0.017923,1.960277,0.134249,14.83693,0.017923,1.960277,0.134249,14.83693,0.116326,9.377441,0.152172,11.43633
"doxy",5,-0.074707,-27.75086,-0.079112,-35.87788,0.006053,2.773628,-0.079112,-35.87788,0.006053,2.773628,0.085165,28.4667,-0.07306,-22.76669
"oxy",13,0.338675,35.80135,0.001668,0.215222,0.104364,13.60993,0.001668,0.215222,0.104364,13.60993,0.102697,9.768638,0.106032,9.402874
"doxy",13,-0.145228,-34.33855,-0.059967,-17.31058,-0.031516,-9.192742,-0.059967,-17.31058,-0.031516,-9.192742,0.028451,6.053344,-0.091483,-18.14586
"oxy",6,0.432843,38.76685,-0.019453,-2.127075,0.046578,5.14635,-0.019453,-2.127075,0.046578,5.14635,0.066031,5.321565,0.027125,2.038028
"doxy",6,-0.127508,-38.25703,-0.037824,-13.85496,0.003565,1.319409,-0.037824,-13.85496,0.003565,1.319409,0.041388,11.17411,-0.034259,-8.622952
"oxy",14,0.305741,42.17067,-0.018063,-3.04163,0.086084,14.64758,-0.018063,-3.04163,0.086084,14.64758,0.104146,12.92595,0.068021,7.870607
"doxy",14,-0.198297,-43.80592,-0.078462,-21.16142,-0.03105,-8.461821,-0.078462,-21.16142,-0.03105,-8.461821,0.047412,9.424727,-0.109512,-20.29485
"oxy",7,0.435771,20.8271,-0.019438,-1.134204,0.222687,13.12962,-0.019438,-1.134204,0.222687,13.12962,0.242125,10.41288,0.203248,8.14902
"doxy",7,-0.073908,-7.219632,-0.170875,-20.37824,0.069238,8.343568,-0.170875,-20.37824,0.069238,8.343568,0.240112,21.10557,-0.101637,-8.328755
"oxy",15,0.373658,40.99367,0.007593,1.01697,0.096724,13.09081,0.007593,1.01697,0.096724,13.09081,0.089132,8.799062,0.104317,9.600769
"doxy",15,-0.246328,-42.63843,-0.092546,-19.55746,-0.046685,-9.968931,-0.092546,-19.55746,-0.046685,-9.968931,0.045861,7.143236,-0.13923,-20.21758
