"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,-0.485084,-3.263926,-0.99549,-4.177698,0.29417,1.282317,-1.28966,-5.852058
"doxy",1,-6.659267,-19.61759,-8.911972,-16.37459,-5.369238,-10.24722,-3.542734,-7.038311
"oxy",9,0.797477,40.35211,0.360746,11.38484,-0.193763,-6.35176,0.55451,18.92203
"doxy",9,0.212507,28.69219,0.074731,6.293191,0.005652,0.494372,0.06908,6.290002
"oxy",2,0.53563,26.42847,-0.001174,-0.036143,-0.212551,-6.794314,0.211377,7.033566
"doxy",2,0.045175,6.131184,-0.074058,-6.268951,-0.001629,-0.143242,-0.072428,-6.629306
"oxy",10,0.588564,41.98922,-0.021335,-0.949327,-0.310974,-14.37281,0.289638,13.93512
"doxy",10,-0.08592,-14.09096,-0.244789,-25.03888,-0.003482,-0.369904,-0.241307,-26.68868
"oxy",3,0.378181,30.71249,0.151708,7.684219,-0.015331,-0.806626,0.167039,9.148371
"doxy",3,-0.128172,-30.91111,-0.032915,-4.950928,0.059471,9.2918,-0.092386,-15.02572
"oxy",11,0.059818,4.297493,-0.05782,-2.590854,-0.145258,-6.760833,0.087438,4.236385
"doxy",11,-0.137874,-16.49507,-0.005407,-0.403441,0.148964,11.54593,-0.154371,-12.45514
"oxy",4,0.633469,31.91279,-0.177371,-5.573126,-0.141553,-4.619919,-0.035817,-1.216867
"doxy",4,-0.002465,-0.224975,-0.201739,-11.48231,0.100804,5.959542,-0.302543,-18.61913
"oxy",12,0.234965,11.1408,-0.06621,-1.958011,-0.160787,-4.938985,0.094577,3.024179
"doxy",12,-0.025893,-2.702921,-0.113852,-7.412694,0.110644,7.48275,-0.224496,-15.80439
"oxy",5,0.356841,35.16283,0.048367,2.972614,-0.060308,-3.849966,0.108675,7.221874
"doxy",5,-0.086199,-16.29757,-0.192091,-22.65188,0.054551,6.681808,-0.246642,-31.44828
"oxy",13,0.424991,39.93014,0.091031,5.334431,-0.062511,-3.80496,0.153542,9.728782
"doxy",13,-0.013022,-2.030582,0.146325,14.23071,0.201676,20.3732,-0.055351,-5.820584
"oxy",6,0.524831,28.48933,-0.079243,-2.68289,-0.207294,-7.289935,0.128051,4.687647
"doxy",6,0.004954,0.684629,-0.100609,-8.67217,0.11701,10.47631,-0.217619,-20.28242
"oxy",14,0.409044,22.48803,0.042865,1.469819,-0.049772,-1.772719,0.092637,3.434607
"doxy",14,0.056766,6.324869,-0.010328,-0.717715,0.033825,2.441599,-0.044153,-3.317662
"oxy",7,0.775031,42.21758,0.008144,0.276694,-0.397093,-14.01329,0.405237,14.88653
"doxy",7,0.267257,20.7393,-0.265974,-12.87301,-0.220932,-11.10703,-0.045041,-2.357136
"oxy",15,0.260162,23.14187,0.034008,1.88673,-0.186884,-10.76967,0.220892,13.25092
"doxy",15,-0.109902,-16.9589,-0.038253,-3.681544,0.042477,4.246377,-0.08073,-8.401068
"oxy",8,1.039164,46.5917,0.324094,9.063018,-0.262721,-7.631216,0.586815,17.74339
"doxy",8,0.27857,30.71898,0.008678,0.596882,0.012072,0.862461,-0.003394,-0.252403
"oxy",16,0.288772,16.98032,-0.138881,-5.093434,-0.343353,-13.07996,0.204472,8.108419
"doxy",16,0.032888,2.390785,0.114097,5.173173,0.079833,3.759768,0.034264,1.679798
