"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,4.27008,17.2802,-0.639851,-3.824418,-0.639851,-3.824418
"doxy",1,8.273451,13.00019,-6.260239,-14.52874,-6.260239,-14.52874
"oxy",9,0.119698,14.37205,0.081079,14.37862,0.081079,14.37862
"doxy",9,0.08327,16.99824,0.002878,0.867708,0.002878,0.867708
"oxy",2,0.063864,9.556953,-0.006936,-1.533009,-0.006936,-1.533009
"doxy",2,-0.134029,-12.21105,0.048126,6.476034,0.048126,6.476034
"oxy",10,0.045802,8.387144,0.046615,12.60756,0.046615,12.60756
"doxy",10,-0.020892,-1.693077,-0.067031,-8.023206,-0.067031,-8.023206
"oxy",3,0.777783,32.04328,0.091165,5.547266,0.091165,5.547266
"doxy",3,0.09119,6.366549,0.037591,3.876237,0.037591,3.876237
"oxy",11,0.127309,9.215815,0.131938,14.10649,0.131938,14.10649
"doxy",11,-0.016458,-1.626619,0.117631,17.1718,0.117631,17.1718
"oxy",4,0.168021,10.70841,0.084614,7.964871,0.084614,7.964871
"doxy",4,0.051361,6.222572,0.010626,1.901414,0.010626,1.901414
"oxy",12,0.288184,17.26672,0.131005,11.59313,0.131005,11.59313
"doxy",12,0.470302,45.5841,0.062349,8.925694,0.062349,8.925694
"oxy",5,0.323817,16.11364,0.172408,12.67143,0.172408,12.67143
"doxy",5,0.202236,12.97932,0.140517,13.31968,0.140517,13.31968
"oxy",13,0.070786,7.904249,0.001409,0.232346,0.001409,0.232346
"doxy",13,0.129335,12.90642,-0.013027,-1.920045,-0.013027,-1.920045
"oxy",6,-0.002144,-0.120487,0.112905,9.372216,0.112905,9.372216
"doxy",6,-0.036491,-5.007825,-0.004844,-0.981789,-0.004844,-0.981789
"oxy",14,0.764325,28.83728,0.175081,9.756374,0.175081,9.756374
"doxy",14,0.689441,30.11756,0.144039,9.293438,0.144039,9.293438
"oxy",7,0.113581,6.119351,0.09755,7.762484,0.09755,7.762484
"doxy",7,0.041952,3.965298,0.070825,9.887349,0.070825,9.887349
"oxy",15,0.147875,10.2626,-0.026136,-2.679069,-0.026136,-2.679069
"doxy",15,0.399456,15.21482,-0.009214,-0.518353,-0.009214,-0.518353
"oxy",8,-0.200062,-14.43004,-0.043897,-4.676384,-0.043897,-4.676384
"doxy",8,-0.304409,-29.60665,-0.04641,-6.666836,-0.04641,-6.666836
"oxy",16,0.225326,19.87558,0.042096,5.484289,0.042096,5.484289
"doxy",16,-0.150275,-17.20728,0.035015,5.921796,0.035015,5.921796
