"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0.166069,8.67565,0.343605,10.88857,0.604526,20.1855,-0.260921,-9.811748
"doxy",1,-0.028087,-3.402094,-0.115221,-8.465897,-0.160056,-12.39165,0.044836,3.909252
"oxy",9,-0.095878,-6.597661,0.249482,10.4137,0.373661,16.43453,-0.124179,-6.150932
"doxy",9,-0.088331,-9.146101,-0.126915,-7.971364,-0.075703,-5.010074,-0.051213,-3.816997
"oxy",2,0.568074,16.06803,0.787815,13.51694,0.71843,12.98831,0.069384,1.41268
"doxy",2,0.264903,20.5864,0.239321,11.28157,0.00012,0.005956,0.239201,13.3807
"oxy",10,0.695387,17.18585,1.171577,17.56351,0.705153,11.13877,0.466425,8.297538
"doxy",10,-0.14982,-11.35555,-0.215838,-9.92345,0.107061,5.186586,-0.322899,-17.61688
"oxy",3,0.106453,6.43748,0.347161,12.73462,0.466169,18.0182,-0.119008,-5.180322
"doxy",3,-0.146132,-13.17018,-0.181578,-9.926732,-0.062733,-3.613724,-0.118845,-7.709918
"oxy",11,0.071765,3.993815,0.425292,14.3568,0.424609,15.10337,0.000682,0.027337
"doxy",11,0.013391,1.294044,-0.118986,-6.974592,-0.066528,-4.109022,-0.052458,-3.648924
"oxy",4,0.612869,19.07016,0.747875,14.11603,0.556243,11.06271,0.191632,4.292191
"doxy",4,0.024573,1.840134,0.02972,1.350022,0.138327,6.62079,-0.108607,-5.854278
"oxy",12,0.78263,19.13998,1.160598,17.21722,0.78523,12.27416,0.375367,6.607922
"doxy",12,0.10474,6.4646,0.416712,15.60133,0.175501,6.923408,0.241211,10.7164
"oxy",5,0.193309,9.468419,0.439878,13.06933,0.654752,20.498,-0.214874,-7.575867
"doxy",5,-0.088542,-7.796625,-0.042344,-2.261763,-0.085814,-4.829737,0.04347,2.755275
"oxy",13,0.076314,2.975624,0.497782,11.77354,0.508516,12.6732,-0.010734,-0.301275
"doxy",13,0.033302,2.774429,0.019344,0.97759,-0.043964,-2.34106,0.063308,3.796558
"oxy",6,0.607846,15.02823,0.693703,10.40361,0.855132,13.51317,-0.161429,-2.872892
"doxy",6,0.106186,6.673484,0.249493,9.511286,0.157966,6.345398,0.091527,4.140527
"oxy",14,0.576295,13.51777,1.062495,15.11762,0.744432,11.1608,0.318063,5.37027
"doxy",14,0.172577,13.87233,0.379236,18.49152,0.145542,7.477656,0.233694,13.52189
"oxy",7,0.136887,7.905006,0.244034,8.548421,0.441966,16.31314,-0.197932,-8.227687
"doxy",7,-0.091192,-8.134683,-0.045521,-2.463148,-0.127745,-7.283446,0.082224,5.279654
"oxy",15,-0.314708,-9.410693,0.426242,7.731544,0.247058,4.721963,0.179184,3.856881
"doxy",15,0.102343,5.344406,0.068089,2.156836,-0.227071,-7.579039,0.29516,11.09491
"oxy",8,0.742934,15.40563,0.952004,11.97468,0.730996,9.688446,0.221007,3.298819
"doxy",8,-0.179565,-12.61234,-0.181675,-7.740423,0.032554,1.461476,-0.214229,-10.83117
"oxy",16,0.081386,2.090726,0.798899,12.44908,-0.059404,-0.975388,0.858304,15.87133
"doxy",16,0.187764,8.722162,0.071284,2.00862,0.195235,5.796678,-0.123951,-4.144634
