"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,-5.632846,-15.3829,-2.984539,-12.07495,-2.984539,-12.07495
"doxy",1,-13.80914,-15.63093,-6.424623,-10.77367,-6.424623,-10.77367
"oxy",9,-0.007146,-0.269826,0.419444,23.46227,0.419444,23.46227
"doxy",9,-0.010087,-0.837275,0.09963,12.25181,0.09963,12.25181
"oxy",2,-0.353815,-20.60468,0.215081,18.55624,0.215081,18.55624
"doxy",2,-0.10531,-12.63759,0.090184,16.03318,0.090184,16.03318
"oxy",10,0.221742,7.361388,0.417561,20.5367,0.417561,20.5367
"doxy",10,0.211917,10.06369,0.224967,15.82736,0.224967,15.82736
"oxy",3,-0.227913,-11.54754,0.475754,35.71085,0.475754,35.71085
"doxy",3,0.070983,12.9975,0.022,5.968017,0.022,5.968017
"oxy",11,-0.028784,-1.288435,0.434637,28.82319,0.434637,28.82319
"doxy",11,0.02632,2.818427,0.093379,14.81369,0.093379,14.81369
"oxy",4,-0.30603,-14.84473,0.402593,28.9316,0.402593,28.9316
"doxy",4,-0.018079,-2.650028,0.088942,19.31468,0.088942,19.31468
"oxy",12,-0.1298,-5.394291,0.427151,26.29896,0.427151,26.29896
"doxy",12,-0.105547,-10.21012,0.100393,14.3875,0.100393,14.3875
"oxy",5,-0.107251,-4.103471,0.552643,31.32512,0.552643,31.32512
"doxy",5,0.079182,7.483006,0.116584,16.32252,0.116584,16.32252
"oxy",13,-0.137538,-7.185295,0.347462,26.89232,0.347462,26.89232
"doxy",13,-0.010473,-1.36568,0.041197,7.958453,0.041197,7.958453
"oxy",6,-0.192343,-7.472567,0.381973,21.9849,0.381973,21.9849
"doxy",6,0.038252,2.741907,0.169377,17.98681,0.169377,17.98681
"oxy",14,-0.337454,-14.08922,0.387749,23.98392,0.387749,23.98392
"doxy",14,-0.198413,-18.09118,0.083028,11.21546,0.083028,11.21546
"oxy",7,-0.143167,-6.860765,0.413855,29.38167,0.413855,29.38167
"doxy",7,-0.134125,-14.75103,0.076886,12.5273,0.076886,12.5273
"oxy",15,-0.203553,-11.17178,0.277123,22.5328,0.277123,22.5328
"doxy",15,0.049329,4.839567,0.05017,7.291946,0.05017,7.291946
"oxy",8,0.087806,3.815844,0.254038,16.35551,0.254038,16.35551
"doxy",8,0.105102,6.224315,0.07373,6.468774,0.07373,6.468774
"oxy",16,-0.285022,-17.23949,0.167003,14.96474,0.167003,14.96474
"doxy",16,-0.118326,-10.55035,0.098609,13.0258,0.098609,13.0258
