"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,0.15462,28.31382,-0.003473,-0.906289,-0.003473,-0.906289
"doxy",1,-0.243053,-28.78423,0.004079,0.688356,0.004079,0.688356
"oxy",9,0.267341,26.02308,0.114937,15.94244,0.114937,15.94244
"doxy",9,-0.056888,-18.94834,0.013452,6.384614,0.013452,6.384614
"oxy",2,0.220341,36.15826,-0.075961,-17.76259,-0.075961,-17.76259
"doxy",2,-0.346701,-36.4617,0.116667,17.48365,0.116667,17.48365
"oxy",10,-0.111954,-16.87977,-0.055307,-11.88246,-0.055307,-11.88246
"doxy",10,0.172594,16.80877,0.085631,11.88338,0.085631,11.88338
"oxy",3,0.140416,30.15338,-0.014017,-4.289343,-0.014017,-4.289343
"doxy",3,-0.219041,-30.56334,0.020412,4.058502,0.020412,4.058502
"oxy",11,-0.049556,-12.9074,-0.081918,-30.40324,-0.081918,-30.40324
"doxy",11,0.072517,12.18413,0.128017,30.64959,0.128017,30.64959
"oxy",4,-0.011286,-25.19013,-0.00197,-6.265638,-0.00197,-6.265638
"doxy",4,0.000899,2.838197,0.002866,12.89122,0.002866,12.89122
"oxy",12,-0.051503,-9.067661,-0.074237,-18.62442,-0.074237,-18.62442
"doxy",12,0.079645,9.027065,0.116054,18.74347,0.116054,18.74347
"oxy",5,-0.02988,-41.2594,0.000206,0.404634,0.000206,0.404634
"doxy",5,0.036437,31.94229,0.000615,0.768063,0.000615,0.768063
"oxy",13,-0.058961,-16.22971,-0.030395,-11.92183,-0.030395,-11.92183
"doxy",13,0.092633,16.39618,0.048803,12.30896,0.048803,12.30896
"oxy",6,-0.041937,-3.914241,-0.006023,-0.801121,-0.006023,-0.801121
"doxy",6,-0.329538,-62.60056,0.110951,30.03347,0.110951,30.03347
"oxy",14,0.196179,56.14886,-0.009443,-3.851286,-0.009443,-3.851286
"doxy",14,-0.298578,-55.32011,0.016172,4.269576,0.016172,4.269576
"oxy",7,0.005641,0.623583,0.094595,14.90066,0.094595,14.90066
"doxy",7,-0.041406,-18.01349,0.035012,21.70434,0.035012,21.70434
"oxy",15,-0.053947,-9.21071,-0.002348,-0.571326,-0.002348,-0.571326
"doxy",15,0.085893,9.482161,0.005322,0.837177,0.005322,0.837177
"oxy",8,0.056738,7.779294,-0.084732,-16.55459,-0.084732,-16.55459
"doxy",8,-0.083983,-7.453007,0.129623,16.39156,0.129623,16.39156
"oxy",16,0.229448,48.82551,0.004687,1.421305,0.004687,1.421305
"doxy",16,-0.349823,-48.07352,-0.005591,-1.094925,-0.005591,-1.094925
