"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,-0.250082,-20.22453,-0.156785,-18.80403,-0.156785,-18.80403
"doxy",1,-0.042641,-5.176321,0.091017,16.38574,0.091017,16.38574
"oxy",9,0.004331,0.405227,-0.159971,-22.19598,-0.159971,-22.19598
"doxy",9,0.013976,3.866707,0.099769,40.93647,0.099769,40.93647
"oxy",2,-0.289824,-18.87283,-0.120712,-11.65741,-0.120712,-11.65741
"doxy",2,-0.035484,-5.767457,0.06603,15.9164,0.06603,15.9164
"oxy",10,-0.195447,-11.80503,-0.112641,-10.08982,-0.112641,-10.08982
"doxy",10,0.065794,20.16821,0.05427,24.67146,0.05427,24.67146
"oxy",3,-0.114252,-11.79483,-0.100882,-15.44516,-0.100882,-15.44516
"doxy",3,-0.047642,-10.27465,0.075554,24.16485,0.075554,24.16485
"oxy",11,-0.055126,-5.04346,-0.189036,-25.64874,-0.189036,-25.64874
"doxy",11,-0.027603,-5.745365,0.111701,34.48073,0.111701,34.48073
"oxy",4,-0.255671,-18.04904,-0.065971,-6.906769,-0.065971,-6.906769
"doxy",4,0.297689,48.84383,-0.003373,-0.820837,-0.003373,-0.820837
"oxy",12,-0.470707,-31.37449,-0.130554,-12.90522,-0.130554,-12.90522
"doxy",12,0.030445,9.240582,0.068873,31.00174,0.068873,31.00174
"oxy",5,-0.195629,-13.69628,-0.046566,-4.834882,-0.046566,-4.834882
"doxy",5,0.076934,11.00713,0.019167,4.066825,0.019167,4.066825
"oxy",13,-0.405958,-23.89951,-0.202038,-17.63974,-0.202038,-17.63974
"doxy",13,0.070686,12.97838,0.109528,29.82356,0.109528,29.82356
"oxy",6,-0.190451,-9.806199,0.16623,12.69331,0.16623,12.69331
"doxy",6,0.309032,28.16161,-0.171237,-23.142,-0.171237,-23.142
"oxy",14,-0.626984,-33.69861,-0.164359,-13.10084,-0.164359,-13.10084
"doxy",14,0.034774,7.194728,0.104321,32.00925,0.104321,32.00925
"oxy",7,-0.178142,-14.13417,-0.056002,-6.589601,-0.056002,-6.589601
"doxy",7,0.018691,3.609244,0.072823,20.85501,0.072823,20.85501
"oxy",15,-0.395483,-29.17306,0.021204,2.319696,0.021204,2.319696
"doxy",15,0.240064,28.98737,0.102653,18.38252,0.102653,18.38252
"oxy",8,0.024211,1.329446,0.004665,0.379909,0.004665,0.379909
"doxy",8,0.019182,2.899913,0.000284,0.063581,0.000284,0.063581
"oxy",16,-1.221253,-46.59132,-0.041964,-2.374264,-0.041964,-2.374264
"doxy",16,0.555255,36.18684,0.15093,14.58761,0.15093,14.58761
