"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,4.766018,19.10045,3.445658,7.492421,1.037058,1.8962,2.4086,7.075274
"doxy",1,12.73575,22.02563,8.012182,7.518247,2.811645,2.218489,5.200537,6.592385
"oxy",9,0.289176,6.545249,0.794641,9.758805,-0.04135,-0.427005,0.835991,13.86934
"doxy",9,0.056296,6.90675,0.187559,12.48512,0.212872,11.91526,-0.025313,-2.276249
"oxy",2,0.077118,2.985215,0.423418,8.893019,0.048723,0.860487,0.374695,10.6313
"doxy",2,-0.171319,-18.70066,0.039696,2.35104,-0.041315,-2.057549,0.081011,6.48164
"oxy",10,-0.157636,-3.268407,0.448177,5.041874,-0.111441,-1.054193,0.559618,8.504779
"doxy",10,-0.324176,-12.08848,-0.068844,-1.392895,0.042921,0.730217,-0.111765,-3.054825
"oxy",3,-0.014066,-0.460311,0.690255,12.2561,0.461966,6.897375,0.228289,5.475905
"doxy",3,-0.036993,-7.168365,0.061561,6.472407,0.184929,16.34912,-0.123368,-17.52218
"oxy",11,-0.036039,-0.862589,0.729846,9.47803,0.172327,1.881787,0.557519,9.780822
"doxy",11,-0.055123,-5.313267,0.052532,2.747325,0.057758,2.539997,-0.005226,-0.369254
"oxy",4,-0.045509,-1.41011,0.684653,11.51033,0.361139,5.105311,0.323515,7.347497
"doxy",4,-0.085864,-7.645444,0.069476,3.356511,0.232745,9.455046,-0.163269,-10.65575
"oxy",12,-0.193351,-4.695812,0.624928,8.234859,-0.046156,-0.511431,0.671084,11.94625
"doxy",12,-0.129682,-8.160468,0.06775,2.313151,0.051198,1.469875,0.016552,0.763429
"oxy",5,0.088923,2.671372,0.966853,15.75947,0.558544,7.655427,0.408309,8.990813
"doxy",5,0.062188,8.713169,0.238462,18.128,0.259172,16.56728,-0.020711,-2.12694
"oxy",13,0.012229,0.358536,0.575059,9.147748,0.261954,3.503947,0.313105,6.728539
"doxy",13,-0.054028,-6.463274,0.017175,1.114787,0.09285,5.067655,-0.075675,-6.635516
"oxy",6,-0.070098,-1.666974,0.748699,9.660323,0.029566,0.320776,0.719134,12.53495
"doxy",6,-0.127912,-9.149487,-0.031958,-1.240293,-0.095609,-3.120148,0.063651,3.337179
"oxy",14,-0.083793,-2.205017,0.722935,10.32201,0.103379,1.241163,0.619556,11.95017
"doxy",14,-0.137415,-9.171503,0.039446,1.428475,0.084939,2.586455,-0.045493,-2.225549
"oxy",7,0.197143,5.526035,0.761467,11.58096,0.338349,4.327032,0.423117,8.693261
"doxy",7,0.159455,19.39352,0.163336,10.77858,0.284069,15.76285,-0.120733,-10.76303
"oxy",15,-0.009489,-0.273329,0.45198,7.064016,0.021898,0.287784,0.430082,9.080556
"doxy",15,-0.019849,-1.075562,0.252477,7.423026,0.379903,9.392118,-0.127426,-5.061131
"oxy",8,0.142702,3.878786,0.686004,10.11703,0.340708,4.225128,0.345296,6.879334
"doxy",8,-0.105739,-5.549529,-0.005857,-0.166783,0.156874,3.75635,-0.162731,-6.260118
"oxy",16,-0.349641,-10.11888,0.398207,6.252899,-0.198188,-2.616857,0.596395,12.65129
"doxy",16,-0.141427,-8.216825,0.372629,11.74656,0.637892,16.90878,-0.265263,-11.29638
