"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","stroop_Coef","stroop_Tstat","stroop-rest_GLT_Coef","stroop-rest_GLT_Tstat"
"oxy",1,-0.495723,-46.39153,-0.058515,-7.723478,-0.058515,-7.723478
"doxy",1,0.009767,1.615376,-0.052542,-12.25673,-0.052542,-12.25673
"oxy",9,-0.512069,-50.62384,0.124382,17.34324,0.124382,17.34324
"doxy",9,-0.153843,-31.36845,0.027724,7.972792,0.027724,7.972792
"oxy",2,-0.406924,-23.32445,-0.186505,-15.07764,-0.186505,-15.07764
"doxy",2,-0.105109,-12.03582,-0.083064,-13.41514,-0.083064,-13.41514
"oxy",10,-0.441591,-31.31921,0.010518,1.052132,0.010518,1.052132
"doxy",10,-0.113868,-15.38568,-0.027451,-5.231422,-0.027451,-5.231422
"oxy",3,-0.489703,-36.21224,-0.085325,-8.899073,-0.085325,-8.899073
"doxy",3,-0.071093,-8.293271,-0.076521,-12.58996,-0.076521,-12.58996
"oxy",11,-0.294553,-31.53524,0.065712,9.92256,0.065712,9.92256
"doxy",11,0.004323,0.873158,-0.0512,-14.58411,-0.0512,-14.58411
"oxy",4,-0.905514,-46.293,-0.240342,-17.32986,-0.240342,-17.32986
"doxy",4,-0.177542,-17.18572,-0.152044,-20.75785,-0.152044,-20.75785
"oxy",12,-0.457746,-30.917,-0.068927,-6.566061,-0.068927,-6.566061
"doxy",12,-0.04467,-7.975713,0.005623,1.416032,0.005623,1.416032
"oxy",5,0.050089,13.66409,-0.01187,-4.567159,-0.01187,-4.567159
"doxy",5,-0.09395,-15.9681,0.013721,3.289091,0.013721,3.289091
"oxy",13,-0.217368,-21.33679,0.034561,4.784805,0.034561,4.784805
"doxy",13,0.024141,2.754379,-0.100593,-16.18774,-0.100593,-16.18774
"oxy",6,-0.462865,-32.56916,0.074192,7.36303,0.074192,7.36303
"doxy",6,0.025347,2.845443,-0.037308,-5.907107,-0.037308,-5.907107
"oxy",14,-0.256235,-16.10619,-0.02354,-2.086948,-0.02354,-2.086948
"doxy",14,-0.047511,-8.14768,0.011873,2.871641,0.011873,2.871641
"oxy",7,-0.36615,-38.79546,0.070822,10.58363,0.070822,10.58363
"doxy",7,0.024485,5.815009,-0.059659,-19.9833,-0.059659,-19.9833
"oxy",15,-0.296291,-25.73551,-0.075941,-9.30328,-0.075941,-9.30328
"doxy",15,-0.027782,-4.108356,-0.089194,-18.60321,-0.089194,-18.60321
"oxy",8,-0.442517,-28.57281,0.04301,3.916831,0.04301,3.916831
"doxy",8,0.050069,6.235193,-0.095356,-16.74847,-0.095356,-16.74847
"oxy",16,-0.06837,-3.157628,-0.028664,-1.86715,-0.028664,-1.86715
"doxy",16,0.091832,14.31181,0.066633,14.64651,0.066633,14.64651
