"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,-0.085757,-8.257465,-0.126384,-14.95193,0.242868,27.39075,-0.126384,-14.95193,0.242868,27.39075,0.369252,36.55922,0.116484,8.275624
"doxy",1,0.022529,3.430392,0.09732,18.20674,0.045808,8.16963,0.09732,18.20674,0.045808,8.16963,-0.051512,-8.064964,0.143128,16.07985
"oxy",9,0.032048,9.209866,0.000948,0.334842,-0.049657,-16.71424,0.000948,0.334842,-0.049657,-16.71424,-0.050605,-14.95353,-0.048709,-10.32789
"doxy",9,-0.049151,-9.21891,-0.002545,-0.586381,0.073928,16.24106,-0.002545,-0.586381,0.073928,16.24106,0.076473,14.74863,0.071384,9.878759
"oxy",2,0.026126,3.620571,-0.137153,-23.35272,0.150709,24.46232,-0.137153,-23.35272,0.150709,24.46232,0.287862,41.01891,0.013556,1.386069
"doxy",2,-0.153373,-32.83379,-0.038235,-10.05676,0.05599,14.0391,-0.038235,-10.05676,0.05599,14.0391,0.094225,20.74121,0.017756,2.804528
"oxy",10,-0.066762,-22.74292,-0.002191,-0.917074,-0.013373,-5.336007,-0.002191,-0.917074,-0.013373,-5.336007,-0.011182,-3.91695,-0.015565,-3.912084
"doxy",10,0.10494,23.26267,0.003226,0.878603,0.01866,4.845018,0.003226,0.878603,0.01866,4.845018,0.015435,3.518109,0.021886,3.579687
"oxy",3,0.012603,4.459658,-0.020843,-9.0618,-0.005476,-2.269676,-0.020843,-9.0618,-0.005476,-2.269676,0.015367,5.591189,-0.02632,-6.871531
"doxy",3,-0.018017,-4.113537,0.034679,9.727978,0.008596,2.298769,0.034679,9.727978,0.008596,2.298769,-0.026083,-6.123166,0.043276,7.289909
"oxy",11,0.036584,10.55006,0.008433,2.988074,-0.030193,-10.19808,0.008433,2.988074,-0.030193,-10.19808,-0.038626,-11.4535,-0.021759,-4.629785
"doxy",11,-0.054539,-10.2694,-0.013793,-3.190925,0.043493,9.591932,-0.013793,-3.190925,0.043493,9.591932,0.057285,11.09113,0.0297,4.126134
"oxy",4,0.118352,23.37447,0.078593,19.071,-0.047834,-11.06499,0.078593,19.071,-0.047834,-11.06499,-0.126426,-25.67418,0.030759,4.482195
"doxy",4,-0.180954,-23.1388,-0.119494,-18.77365,0.07476,11.19689,-0.119494,-18.77365,0.07476,11.19689,0.194254,25.54111,-0.044734,-4.220542
"oxy",12,-0.099884,-27.48317,0.016272,5.501081,-0.002472,-0.79681,0.016272,5.501081,-0.002472,-0.79681,-0.018745,-5.303307,0.0138,2.801555
"doxy",12,0.156409,27.93599,-0.026017,-5.709432,0.002314,0.483999,-0.026017,-5.709432,0.002314,0.483999,0.028331,5.203059,-0.023704,-3.123725
"oxy",5,-0.052666,-14.23496,-0.033746,-11.20676,-0.049379,-15.63226,-0.033746,-11.20676,-0.049379,-15.63226,-0.015632,-4.344623,-0.083125,-16.57725
"doxy",5,0.074877,12.3269,0.049415,9.995227,0.077256,14.89681,0.049415,9.995227,0.077256,14.89681,0.027841,4.712896,0.126671,15.38641
"oxy",13,-0.013417,-4.001616,0.006999,2.56461,0.000587,0.205031,0.006999,2.56461,0.000587,0.205031,-0.006412,-1.966298,0.007586,1.669251
