"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,-11.53757,-44.97601,-1.474452,-6.75232,1.738624,7.962321,-1.474452,-6.75232,1.738624,7.962321,3.213076,12.14174,0.264172,0.760405
"doxy",1,-36.60278,-56.50243,-2.718692,-4.930247,7.980127,14.47205,-2.718692,-4.930247,7.980127,14.47205,10.69882,16.00966,5.261436,5.997191
"oxy",9,0.275348,5.093497,-0.131936,-2.867162,0.636623,13.83515,-0.131936,-2.867162,0.636623,13.83515,0.768559,13.78176,0.504687,6.893622
"doxy",9,0.259882,11.22224,0.018635,0.945346,0.245813,12.47026,0.018635,0.945346,0.245813,12.47026,0.227178,9.509607,0.264448,8.432075
"oxy",2,-0.521619,-28.10316,-0.103077,-6.524099,0.110937,7.021773,-0.103077,-6.524099,0.110937,7.021773,0.214015,11.17734,0.00786,0.312692
"doxy",2,0.043417,9.732482,0.04717,12.42164,0.133691,35.20705,0.04717,12.42164,0.133691,35.20705,0.086521,18.80081,0.18086,29.93608
"oxy",10,0.224226,3.833163,-0.12368,-2.483858,0.750446,15.07155,-0.12368,-2.483858,0.750446,15.07155,0.874126,14.48567,0.626766,7.911654
"doxy",10,0.320989,9.241077,0.023985,0.811192,0.458737,15.51541,0.023985,0.811192,0.458737,15.51541,0.434752,12.13297,0.482722,10.26171
"oxy",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"doxy",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oxy",11,0.271217,3.811937,-0.160799,-2.655022,0.834277,13.77548,-0.160799,-2.655022,0.834277,13.77548,0.995076,13.55747,0.673478,6.989455
"doxy",11,0.238986,11.12833,0.049157,2.689065,0.216603,11.84922,0.049157,2.689065,0.216603,11.84922,0.167446,7.558322,0.26576,9.137739
"oxy",4,-0.60253,-31.5307,-0.111228,-6.837952,0.041835,2.571928,-0.111228,-6.837952,0.041835,2.571928,0.153063,7.764588,-0.069394,-2.681422
"doxy",4,-0.064079,-13.05037,-0.001918,-0.458927,0.111159,26.59631,-0.001918,-0.458927,0.111159,26.59631,0.113077,22.32428,0.109241,16.42802
"oxy",12,-0.353325,-15.118,-0.139701,-7.022237,0.255828,12.85984,-0.139701,-7.022237,0.255828,12.85984,0.395529,16.40559,0.116127,3.668967
"doxy",12,0.114891,6.70086,0.022079,1.512795,0.287878,19.72513,0.022079,1.512795,0.287878,19.72513,0.265799,15.02763,0.309957,13.34862
"oxy",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"doxy",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oxy",13,-0.625157,-29.99461,-0.256418,-14.45301,0.164117,9.250703,-0.256418,-14.45301,0.164117,9.250703,0.420535,19.55912,-0.092301,-3.270027
"doxy",13,0.142601,20.68342,0.023628,4.026066,-0.016762,-2.856241,0.023628,4.026066,-0.016762,-2.856241,-0.04039,-5.678934,0.006866,0.735333
"oxy",6,-0.139274,-7.488984,-0.119765,-7.565515,0.107325,6.77991,-0.119765,-7.565515,0.107325,6.77991,0.22709,11.83711,-0.012439,-0.4939
"doxy",6,0.229889,14.87441,0.006393,0.485974,0.285388,21.69326,0.006393,0.485974,0.285388,21.69326,0.278995,17.4989,0.291782,13.94024
"oxy",14,-0.119414,-7.25382,-0.0054,-0.385351,0.16284,11.6209,-0.0054,-0.385351,0.16284,11.6209,0.16824,9.906808,0.15744,7.06183
"doxy",14,-0.007996,-0.730447,-0.003475,-0.372954,0.014498,1.555924,-0.003475,-0.372954,0.014498,1.555924,0.017973,1.591596,0.011023,0.743521
"oxy",7,0.059879,2.154865,-0.10174,-4.30118,0.34085,14.41029,-0.10174,-4.30118,0.34085,14.41029,0.442589,15.43961,0.23911,6.353766
"doxy",7,0.108274,6.929429,0.020837,1.566638,0.147229,11.06971,0.020837,1.566638,0.147229,11.06971,0.126392,7.841299,0.168066,7.942302
"oxy",15,-0.512121,-24.24988,-0.142354,-7.918878,0.109124,6.070509,-0.142354,-7.918878,0.109124,6.070509,0.251479,11.54333,-0.03323,-1.16188
"doxy",15,-0.03815,-3.356353,-0.035427,-3.661544,0.06941,7.174019,-0.035427,-3.661544,0.06941,7.174019,0.104837,8.940902,0.033983,2.207621
"oxy",8,0.436092,8.096775,0.052145,1.137366,0.708983,15.46455,0.052145,1.137366,0.708983,15.46455,0.656838,11.82186,0.761128,10.43476
"doxy",8,0.38972,12.84573,0.075452,2.921692,0.414505,16.05104,0.075452,2.921692,0.414505,16.05104,0.339053,10.83344,0.489958,11.92491
"oxy",16,-0.359487,-18.13563,-0.089198,-5.286416,0.098842,5.858099,-0.089198,-5.286416,0.098842,5.858099,0.18804,9.195865,0.009643,0.359229
"doxy",16,-0.087206,-11.08622,0.00648,0.967791,0.06309,9.422481,0.00648,0.967791,0.06309,9.422481,0.05661,6.976254,0.06957,6.530574
