"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,-0.214272,-10.05091,-0.139466,-4.130925,0.232515,7.140369,-0.37198,-12.81826
"doxy",1,-0.027508,-4.32998,0.103742,10.31169,0.020756,2.138972,0.082986,9.596445
"oxy",9,-0.042218,-2.435701,0.030705,1.118604,0.310284,11.7197,-0.279579,-11.8495
"doxy",9,0.050056,7.913278,-0.01307,-1.30468,-0.063541,-6.576295,0.050471,5.861515
"oxy",2,-0.13729,-7.520542,-0.20153,-6.970939,0.116169,4.166112,-0.317699,-12.78486
"doxy",2,-0.206179,-34.34939,0.031941,3.36014,0.01985,2.165067,0.01209,1.479727
"oxy",10,-0.018531,-1.114447,0.034157,1.297122,0.28281,11.13502,-0.248653,-10.98573
"doxy",10,-0.095362,-14.0556,0.112663,10.48561,0.123957,11.96117,-0.011294,-1.222896
"oxy",3,0.254431,3.393258,-0.548633,-4.620283,-0.53613,-4.681097,-0.012503,-0.122494
"doxy",3,-0.618692,-5.538404,0.738495,4.174442,1.193259,6.993203,-0.454764,-2.990654
"oxy",11,-0.128349,-8.8402,-0.062259,-2.707789,0.224973,10.1445,-0.287232,-14.53357
"doxy",11,-0.034492,-6.003999,0.008092,0.889398,-0.03238,-3.690068,0.040472,5.175418
"oxy",4,-0.256322,-12.69072,-0.199552,-6.238745,0.23292,7.549877,-0.432472,-15.73001
"doxy",4,-0.115286,-13.65805,0.220178,16.47131,0.12919,10.02011,0.090988,7.918972
"oxy",12,-0.287789,-10.97377,-0.281665,-6.781971,0.125357,3.129399,-0.407022,-11.4017
"doxy",12,-0.052824,-4.800873,0.306934,17.61469,0.061917,3.684079,0.245017,16.35897
"oxy",5,0.049235,2.387971,-0.003258,-0.099788,0.267044,8.479543,-0.270303,-9.631143
"doxy",5,0.030344,1.573437,0.147511,4.829875,-0.0753,-2.556225,0.222811,8.487464
"oxy",13,-0.097858,-7.212234,-0.095013,-4.421812,0.02809,1.355351,-0.123103,-6.665201
"doxy",13,0.019999,2.985718,0.073185,6.899357,-0.013722,-1.341199,0.086907,9.531697
"oxy",6,-0.10996,-5.181373,-0.078653,-2.340257,0.177848,5.486431,-0.256501,-8.879082
"doxy",6,-0.109312,-11.60619,0.093355,6.258926,0.065195,4.531807,0.028159,2.196414
"oxy",14,-0.134601,-5.966493,-0.263233,-7.368039,-0.073796,-2.141569,-0.189438,-6.168885
"doxy",14,-0.061913,-6.310246,0.025581,1.646321,-0.045917,-3.063823,0.071497,5.353301
"oxy",7,0.039012,2.027774,0.083892,2.753484,0.226139,7.695303,-0.142247,-5.431636
"doxy",7,0.047268,9.449292,0.06941,8.761857,0.088757,11.61637,-0.019348,-2.841397
"oxy",15,-0.198847,-12.3609,-0.103352,-4.056855,0.062305,2.535627,-0.165656,-7.565019
"doxy",15,-0.098157,-11.27917,0.067643,4.908171,0.085302,6.417176,-0.017658,-1.490662
"oxy",8,0.00784,0.456869,0.033991,1.250771,0.120003,4.578246,-0.086012,-3.682185
"doxy",8,-0.12087,-13.51043,0.001268,0.089484,0.027452,2.008918,-0.026185,-2.150138
"oxy",16,-0.022448,-1.356054,0.07346,2.802148,0.314699,12.4458,-0.241238,-10.70565
"doxy",16,0.087604,13.04808,0.096581,9.08353,0.147819,14.41391,-0.051237,-5.60633
