"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.170248,7.372727,-0.226225,-11.98428,-0.124976,-7.043355,-0.226225,-11.98428,-0.124976,-7.043355,0.10125,4.488725,-0.351201,-12.16432
"doxy",1,-0.176005,-14.62166,0.104368,10.60629,-0.165075,-17.8468,0.104368,10.60629,-0.165075,-17.8468,-0.269442,-22.91503,-0.060707,-4.03361
"oxy",9,-0.500565,-17.21792,-0.484507,-20.38662,-0.201454,-9.017882,-0.484507,-20.38662,-0.201454,-9.017882,0.283053,9.967156,-0.685961,-18.87149
"doxy",9,-1.439391,-62.86899,-0.04851,-2.591858,-0.238387,-13.55029,-0.04851,-2.591858,-0.238387,-13.55029,-0.189877,-8.490103,-0.286897,-10.02235
"oxy",2,0.627453,33.55148,-0.037281,-2.43861,-0.164851,-11.47173,-0.037281,-2.43861,-0.164851,-11.47173,-0.12757,-6.983281,-0.202132,-8.64471
"doxy",2,-0.090894,-6.630226,0.22716,20.26975,-0.17478,-16.59179,0.22716,20.26975,-0.17478,-16.59179,-0.40194,-30.01486,0.05238,3.05591
"oxy",10,-0.299895,-11.63589,0.114875,5.452328,0.282892,14.28432,0.114875,5.452328,0.282892,14.28432,0.168016,6.673676,0.397767,12.34371
"doxy",10,-1.080559,-48.33632,0.436376,23.87866,0.238025,13.85656,0.436376,23.87866,0.238025,13.85656,-0.198351,-9.083257,0.6744,24.12843
"oxy",3,0.005143,0.191064,-0.009167,-0.416545,0.246393,11.91158,-0.009167,-0.416545,0.246393,11.91158,0.255559,9.718676,0.237226,7.04826
"doxy",3,-0.174291,-12.18032,0.208091,17.78935,-0.020952,-1.90555,0.208091,17.78935,-0.020952,-1.90555,-0.229043,-16.38635,0.187139,10.46002
"oxy",11,-0.161287,-5.861136,0.113866,5.061753,0.133208,6.299719,0.113866,5.061753,0.133208,6.299719,0.019342,0.719559,0.247074,7.181178
"doxy",11,-0.423165,-27.78835,0.203237,16.32604,0.00201,0.171759,0.203237,16.32604,0.00201,0.171759,-0.201227,-13.52766,0.205247,10.77994
"oxy",4,0.454548,22.09602,0.056913,3.384283,0.098134,6.20815,0.056913,3.384283,0.098134,6.20815,0.041221,2.051352,0.155047,6.028129
"doxy",4,-0.114128,-7.496075,0.256598,20.61674,0.07245,6.192801,0.256598,20.61674,0.07245,6.192801,-0.184148,-12.38205,0.329048,17.28571
"oxy",12,0.243743,8.313704,0.067823,2.829862,0.456977,20.2845,0.067823,2.829862,0.456977,20.2845,0.389154,13.5883,0.5248,14.31666
"doxy",12,-0.365088,-17.03753,0.269847,15.40462,0.409389,24.86301,0.269847,15.40462,0.409389,24.86301,0.139542,6.666485,0.679236,25.35221
"oxy",5,-0.226538,-8.372437,0.017567,0.794195,0.18453,8.87534,0.017567,0.794195,0.18453,8.87534,0.166963,6.31703,0.202097,5.973864
"doxy",5,-0.441653,-23.84988,0.272978,18.03252,0.0102,0.716826,0.272978,18.03252,0.0102,0.716826,-0.262778,-14.52699,0.283178,12.23066
"oxy",13,-0.024885,-0.845185,0.059924,2.489655,0.013472,0.595477,0.059924,2.489655,0.013472,0.595477,-0.046452,-1.615094,0.073396,1.993767
"doxy",13,-0.401371,-20.62157,0.228363,14.35245,-0.136769,-9.144782,0.228363,14.35245,-0.136769,-9.144782,-0.365132,-19.20475,0.091593,3.763802
"oxy",6,0.003032,0.122732,0.177827,8.806541,0.014238,0.750139,0.177827,8.806541,0.014238,0.750139,-0.163589,-6.779844,0.192065,6.218959
"doxy",6,-0.578561,-31.51274,0.414514,27.61851,-0.010659,-0.755574,0.414514,27.61851,-0.010659,-0.755574,-0.425173,-23.70747,0.403854,17.59332
"oxy",14,0.359778,14.87428,0.102212,5.169235,0.269431,14.4963,0.102212,5.169235,0.269431,14.4963,0.167219,7.077338,0.371642,12.2889
"doxy",14,-0.261295,-15.6163,0.320747,23.44956,0.159664,12.41828,0.320747,23.44956,0.159664,12.41828,-0.161084,-9.85556,0.480411,22.96393
