"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0.002762,0.751569,0.025949,4.445091,-0.014495,-2.582449,0.040443,8.194045
"doxy",1,-0.013246,-2.203537,-0.038896,-4.073777,0.018269,1.990055,-0.057164,-7.081228
"oxy",9,-0.028014,-2.18428,0.179165,8.795221,-0.090485,-4.619877,0.26965,15.656
"doxy",9,-0.117214,-18.0528,-0.070209,-6.808099,0.083447,8.41603,-0.153657,-17.62262
"oxy",2,0.078861,6.676674,0.266778,14.22044,-0.065578,-3.635638,0.332356,20.95335
"doxy",2,0.065798,21.4842,-0.069461,-14.2796,0.004801,1.026475,-0.074262,-18.05626
"oxy",10,0.057391,2.344239,0.336695,8.658891,-0.115908,-3.100296,0.452604,13.76673
"doxy",10,-0.178561,-16.26487,-0.164947,-9.459655,0.127426,7.600647,-0.292373,-19.83148
"oxy",3,-1.390374,-9.176468,-1.482332,-6.159635,0.408174,1.76408,-1.890506,-9.291275
"doxy",3,-0.786831,-3.268873,-1.243358,-3.25221,1.650685,4.490657,-2.894043,-8.953135
"oxy",11,-0.023961,-1.851859,0.212479,10.33935,-0.094972,-4.80658,0.307452,17.69461
"doxy",11,-0.139829,-22.88902,-0.119508,-12.31667,0.070053,7.509011,-0.189561,-23.10637
"oxy",4,-0.016628,-2.99576,-0.040175,-4.557075,0.011781,1.389929,-0.051956,-6.970397
"doxy",4,0.020235,2.305845,0.064602,4.634928,-0.022531,-1.681261,0.087132,7.393771
"oxy",12,0.230357,19.23731,0.271495,14.27484,-0.090375,-4.942234,0.36187,22.50351
"doxy",12,-0.148622,-25.23595,-0.188611,-20.16362,0.043729,4.862194,-0.232339,-29.37737
"oxy",5,-0.454454,-4.255041,-1.379656,-8.132992,-0.106138,-0.650747,-1.273518,-8.87917
"doxy",5,-1.445239,-8.589612,-1.676003,-6.271544,1.498814,5.833249,-3.174818,-14.05096
"oxy",13,0.123621,12.56676,0.234486,15.00765,0.072522,4.827583,0.161964,12.26031
"doxy",13,0.034156,3.744682,-0.155695,-10.74712,0.028621,2.054773,-0.184316,-15.04763
"oxy",6,-0.023692,-1.631864,0.260931,11.31565,0.024535,1.106652,0.236396,12.12497
"doxy",6,0.019544,3.941201,-0.006394,-0.811765,-0.008407,-1.110121,0.002013,0.30229
"oxy",14,0.167404,19.34598,0.140917,10.25307,-0.03951,-2.989927,0.180427,15.52672
"doxy",14,0.032284,4.894181,-0.088388,-8.436191,0.095287,9.459144,-0.183675,-20.73442
"oxy",7,0.068745,5.446812,0.206889,10.32058,-0.015999,-0.830086,0.222888,13.15046
"doxy",7,0.182263,26.81441,0.018779,1.739452,0.046097,4.440885,-0.027318,-2.99272
"oxy",15,0.314377,20.16293,0.236141,9.535418,-0.008393,-0.352499,0.244534,11.67873
"doxy",15,-0.049894,-5.769851,-0.178938,-13.02826,0.092651,7.016096,-0.271589,-23.38746
"oxy",8,-0.090801,-4.954995,0.2978,10.23155,-0.002794,-0.099824,0.300594,12.21474
"doxy",8,0.025622,3.408017,-0.031967,-2.677005,0.04844,4.219126,-0.080407,-7.964043
"oxy",16,0.452184,22.05987,-0.002446,-0.075142,-0.43827,-14.00097,0.435824,15.83258
"doxy",16,-0.209358,-22.01879,-0.06141,-4.066409,0.235535,16.22139,-0.296945,-23.25593
