"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","feel_Coef","feel_Tstat","supp_Coef","supp_Tstat","feel-rest_GLT_Coef","feel-rest_GLT_Tstat","supp-rest_GLT_Coef","supp-rest_GLT_Tstat","supp-feel_GLT_Coef","supp-feel_GLT_Tstat","task-rest_GLT_Coef","task-rest_GLT_Tstat"
"oxy",1,0.260717,23.59131,-0.131093,-13.93606,0.023803,2.530321,-0.131093,-13.93606,0.023803,2.530321,0.154895,13.58729,-0.10729,-7.168684
"doxy",1,0.260264,48.53572,0.036381,7.970712,0.031147,6.8238,0.036381,7.970712,0.031147,6.8238,-0.005234,-0.946213,0.067527,9.298761
"oxy",9,0.322602,21.27775,-0.19924,-15.43883,0.1421,11.01079,-0.19924,-15.43883,0.1421,11.01079,0.34134,21.82516,-0.05714,-2.78291
"doxy",9,-0.02616,-6.26236,-0.026421,-7.430796,-0.036305,-10.21029,-0.026421,-7.430796,-0.036305,-10.21029,-0.009884,-2.293738,-0.062726,-11.08795
"oxy",2,0.187693,15.85345,-0.132187,-13.11729,-0.008975,-0.890544,-0.132187,-13.11729,-0.008975,-0.890544,0.123213,10.08888,-0.141162,-8.804214
"doxy",2,0.017203,2.750037,0.085421,16.0426,0.073235,13.75364,0.085421,16.0426,0.073235,13.75364,-0.012186,-1.888411,0.158656,18.72776
"oxy",10,0.403246,30.50772,-0.305482,-27.1521,0.1639,14.56744,-0.305482,-27.1521,0.1639,14.56744,0.469381,34.42521,-0.141582,-7.909445
"doxy",10,0.16984,32.11584,0.069311,15.39775,0.01605,3.565383,0.069311,15.39775,0.01605,3.565383,-0.053261,-9.76339,0.08536,11.91876
"oxy",3,0.194344,21.96273,-0.125706,-16.68983,0.017757,2.357516,-0.125706,-16.68983,0.017757,2.357516,0.143463,15.71697,-0.107949,-9.008097
"doxy",3,-0.001547,-0.444532,0.037266,12.58143,0.006979,2.356232,0.037266,12.58143,0.006979,2.356232,-0.030286,-8.437263,0.044245,9.388654
"oxy",11,0.262783,19.9643,-0.239025,-21.3343,0.155829,13.90815,-0.239025,-21.3343,0.155829,13.90815,0.394854,29.08063,-0.083197,-4.667231
"doxy",11,-0.021489,-7.176547,0.036971,14.50541,-0.042441,-16.65091,0.036971,14.50541,-0.042441,-16.65091,-0.079412,-25.70902,-0.00547,-1.348785
"oxy",4,0.199197,19.14709,-0.135967,-15.35439,-0.034379,-3.882265,-0.135967,-15.35439,-0.034379,-3.882265,0.101588,9.46613,-0.170347,-12.09068
