"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,0,0,0,0,0,0,0,0
"doxy",1,0,0,0,0,0,0,0,0
"oxy",9,-0.393565,-8.848772,0.41015,5.864568,0.472076,6.948143,-0.061926,-0.95872
"doxy",9,-0.26503,-8.814134,0.185408,3.921398,0.573686,12.48964,-0.388278,-8.891624
"oxy",2,-0.147141,-6.500587,0.096958,2.72414,0.243461,7.041053,-0.146503,-4.456733
"doxy",2,0.097644,7.366102,0.071944,3.45155,0.141852,7.005165,-0.069908,-3.631383
"oxy",10,0.426612,10.50122,0.074174,1.161146,0.334734,5.393825,-0.260559,-4.416385
"doxy",10,0.488469,14.52651,0.105148,1.988617,0.305629,5.949882,-0.200481,-4.105344
"oxy",3,0,0,0,0,0,0,0,0
"doxy",3,0,0,0,0,0,0,0,0
"oxy",11,-0.056305,-2.149277,0.208287,5.056273,-0.411259,-10.27656,0.619546,16.28428
"doxy",11,0.009962,0.438275,0.026937,0.753648,-0.406079,-11.69496,0.433016,13.11761
"oxy",4,-0.09585,-3.482334,-0.444004,-10.25865,-0.87384,-20.78255,0.429836,10.75306
"doxy",4,0.024517,1.881639,-0.07217,-3.522494,-0.482156,-24.22388,0.409986,21.66644
"oxy",12,-0.075814,-3.684437,-0.151493,-4.682117,-0.204507,-6.506079,0.053013,1.774018
"doxy",12,-0.015215,-1.23857,-0.164822,-8.532888,-0.032502,-1.732005,-0.132321,-7.417098
"oxy",5,0,0,0,0,0,0,0,0
"doxy",5,0,0,0,0,0,0,0,0
"oxy",13,-0.272099,-13.23986,0.171384,5.30338,-0.124876,-3.977647,0.29626,9.926181
"doxy",13,-0.017596,-1.184727,0.097125,4.158834,-0.010028,-0.442016,0.107154,4.967902
"oxy",6,-0.152747,-4.977426,-0.234269,-4.854831,-0.375544,-8.010938,0.141275,3.169931
"doxy",6,-0.098094,-5.232265,0.040021,1.357583,0.187213,6.53695,-0.147192,-5.406114
"oxy",14,-0.139848,-4.825749,-0.033581,-0.736927,-0.311109,-7.027673,0.277529,6.594304
"doxy",14,-0.160515,-5.989613,-0.036638,-0.869444,-0.329268,-8.043109,0.29263,7.51893
"oxy",7,-0.737936,-11.57874,0.631966,6.306132,1.111854,11.42039,-0.479888,-5.184842
"doxy",7,-0.573285,-11.09167,0.408927,5.031518,1.531857,19.40147,-1.122929,-14.96
"oxy",15,-0.254372,-9.481499,0.209726,4.971494,-0.197801,-4.826432,0.407528,10.45965
"doxy",15,-0.073639,-2.371186,0.287184,5.880884,-0.14677,-3.093743,0.433954,9.621718
"oxy",8,-0.724537,-13.42133,-0.006041,-0.07116,0.77402,9.385947,-0.780061,-9.949859
"doxy",8,-0.422541,-9.898161,0.117851,1.755685,0.51141,7.84234,-0.393559,-6.348175
"oxy",16,0.064363,2.62365,0.237325,6.152345,0.267992,7.151266,-0.030667,-0.86079
"doxy",16,0.356164,21.05821,0.0891,3.350254,0.06129,2.372194,0.027811,1.132228
