"oxy/doxy","channel","RunPol_Coef","RunPol_Tstat","task_Coef","task_Tstat","base_Coef","base_Tstat","task-base_GLT_Coef","task-base_GLT_Tstat"
"oxy",1,-0.133798,-2.723634,-0.836331,-11.22179,0.881873,12.0465,-1.718204,-25.5211
"doxy",1,0.352324,14.2329,-0.13522,-3.600628,-0.150348,-4.075738,0.015128,0.445929
"oxy",9,-0.330663,-8.215492,-0.753076,-12.33313,0.357208,5.955618,-1.110285,-20.1284
"doxy",9,-0.499403,-20.31121,-0.853773,-22.88831,-0.172835,-4.717074,-0.680938,-20.20782
"oxy",2,0.095049,4.051724,-0.157851,-4.435342,0.553072,15.82089,-0.710923,-22.11271
"doxy",2,0.207279,10.27136,0.23783,7.768304,0.181188,6.025025,0.056642,2.048054
"oxy",10,-0.059715,-1.145741,-0.767849,-9.710988,0.38934,5.012886,-1.157189,-16.20065
"doxy",10,-0.132703,-5.200305,-0.566578,-14.63506,-0.19825,-5.213375,-0.368328,-10.53198
"oxy",3,-0.332262,-9.161023,-0.676291,-12.29089,1.103474,20.41656,-1.779766,-35.80577
"doxy",3,0.010447,0.46723,-0.394288,-11.62345,-0.403316,-12.10424,0.009028,0.294615
"oxy",11,-0.016229,-0.407568,-0.388569,-6.432425,0.415084,6.995408,-0.803653,-14.72704
"doxy",11,0.234138,8.769826,-0.094288,-2.327888,0.015858,0.398592,-0.110146,-3.010339
"oxy",4,0.172487,3.442489,-0.150757,-1.983256,1.514295,20.28071,-1.665052,-24.24768
"doxy",4,0.227159,4.416439,-0.095015,-1.217648,0.893359,11.65534,-0.988375,-14.02136
"oxy",12,0.777765,8.500086,-0.149416,-1.076365,1.242663,9.113504,-1.392079,-11.1011
"doxy",12,-0.068812,-1.958669,-1.0008,-18.77716,0.40024,7.644933,-1.401039,-29.09871
"oxy",5,0.428182,8.78125,-0.19764,-2.671705,0.740052,10.18468,-0.937691,-14.03185
"doxy",5,0.347635,11.07595,0.068384,1.43615,0.234187,5.007001,-0.165803,-3.854577
"oxy",13,-0.025676,-0.786897,-0.205671,-4.154778,0.83546,17.18189,-1.04113,-23.28202
"doxy",13,-0.345102,-8.829023,-1.153219,-19.44751,0.125444,2.153641,-1.278664,-23.8698
"oxy",6,0.369932,6.437779,-0.524241,-6.01356,1.14856,13.41298,-1.6728,-21.24152
"doxy",6,-0.149428,-5.344022,-0.590229,-13.91373,0.402921,9.669713,-0.99315,-25.91662
"oxy",14,0.220123,2.418172,-0.920101,-6.662594,1.860618,13.71625,-2.780719,-22.28975
"doxy",14,0.028665,0.36616,-1.596312,-13.44061,1.135674,9.734763,-2.731986,-25.46362
"oxy",7,0.065132,1.736074,-0.471027,-8.275751,0.457844,8.189351,-0.92887,-18.06581
"doxy",7,-0.420726,-18.58667,-0.795411,-23.1622,-0.11655,-3.455191,-0.678861,-21.88314
"oxy",15,-0.333806,-11.57676,-0.741644,-16.95411,0.856084,19.92354,-1.597728,-40.43178
"doxy",15,-0.251569,-5.687779,-1.351626,-20.14323,-0.461576,-7.003044,-0.890049,-14.68342
"oxy",8,0.264564,3.766183,-0.649777,-6.097072,0.703903,6.7242,-1.353681,-14.06091
"doxy",8,-0.017047,-0.527233,-0.503613,-10.26656,-0.02907,-0.603307,-0.474543,-10.70889
"oxy",16,0.011264,0.487757,-0.315401,-9.002295,0.442946,12.87099,-0.758346,-23.96066
"doxy",16,0.068767,3.185931,-0.439967,-13.43573,-0.321713,-10.00186,-0.118254,-3.997581
