0.693	8.02002	0	0	0.566935	-0.36356	0.463201	0.212441	-0.117019	0.077774	0.755246	-0.482996	-0.004363	0.009693	0.682227	0.256905	0.11864	-0.056735	1.22841	-0.786922	0.159819	0.307266	0.781758	-0.501968	0.808779	-0.516672	0.330043	0.102376	0.715361	-0.458615	1.46941	-0.942498	0.269027	-0.167608	0.325018	-0.204835	
0.689312	7.9956	0	0	0.548876	-0.35176	0.454796	0.210041	-0.130585	0.0866385	0.758145	-0.48489	-0.004363	0.009693	0.68328	0.253929	0.120235	-0.061242	1.25846	-0.804921	0.1658	0.312615	0.812626	-0.520499	0.821907	-0.52361	0.343587	0.095192	0.724225	-0.464406	1.4806	-0.94981	0.272071	-0.169597	0.33215	-0.209495	
0.687127	7.96509	0	0	0.530818	-0.33996	0.446391	0.207642	-0.144151	0.095503	0.761043	-0.486784	-0.004363	0.009693	0.684333	0.250952	0.121829	-0.065749	1.28852	-0.822919	0.171781	0.317963	0.843495	-0.53903	0.835035	-0.530549	0.357132	0.088008	0.733088	-0.470198	1.49179	-0.957123	0.275115	-0.171586	0.339282	-0.214155	
0.686284	7.94983	0	0	0.51276	-0.32816	0.437986	0.205242	-0.157718	0.104368	0.763942	-0.488678	-0.004363	0.009693	0.685386	0.247975	0.123424	-0.070256	1.31858	-0.840917	0.177763	0.323311	0.874364	-0.557561	0.848163	-0.537488	0.370676	0.080824	0.741951	-0.47599	1.50298	-0.964436	0.278158	-0.173574	0.346413	-0.218816	
0.686618	7.93152	0	0	0.494701	-0.31636	0.429581	0.202843	-0.171284	0.113232	0.766841	-0.490572	-0.004363	0.009693	0.686439	0.244999	0.125019	-0.074763	1.34863	-0.858916	0.183744	0.32866	0.905232	-0.576092	0.861291	-0.544426	0.384221	0.07364	0.750815	-0.481781	1.51417	-0.971748	0.281202	-0.175563	0.353545	-0.223476	
0.687969	7.91931	0	0	0.468728	-0.297748	0.421715	0.190259	-0.196404	0.131285	0.754498	-0.480866	-0.004363	0.009693	0.689597	0.236076	0.122757	-0.078479	1.37598	-0.875147	0.192292	0.326781	0.953641	-0.609363	0.868995	-0.5511	0.397538	0.074944	0.733097	-0.470204	1.52538	-0.97907	0.253848	-0.157689	0.367072	-0.230676	
0.690171	7.91626	0	0	0.442754	-0.279136	0.413849	0.177676	-0.221523	0.149338	0.742154	-0.47116	-0.004363	0.009693	0.692754	0.227153	0.120495	-0.082195	1.40333	-0.891377	0.200841	0.324901	1.00205	-0.642633	0.876699	-0.557773	0.410855	0.076248	0.71538	-0.458627	1.53659	-0.986393	0.226494	-0.139815	0.380599	-0.237875	
0.693063	7.92236	0	0	0.41678	-0.260524	0.405982	0.165093	-0.246643	0.167392	0.72981	-0.461453	-0.004363	0.009693	0.695912	0.21823	0.118233	-0.085911	1.43068	-0.907608	0.20939	0.323021	1.05046	-0.675903	0.884404	-0.564447	0.424173	0.077552	0.697662	-0.447049	1.54779	-0.993715	0.19914	-0.121942	0.394127	-0.245075	
0.696482	7.95593	0	0	0.390807	-0.241912	0.398116	0.152509	-0.271763	0.185445	0.717467	-0.451747	-0.004363	0.009693	0.699069	0.209307	0.115971	-0.089627	1.45803	-0.923838	0.217938	0.321142	1.09887	-0.709174	0.892108	-0.571121	0.43749	0.078856	0.679944	-0.435472	1.559	-1.00104	0.171786	-0.104068	0.407654	-0.252274	
0.700264	8.00781	0	0	0.358492	-0.220797	0.388972	0.134924	-0.298754	0.203082	0.708786	-0.446075	-0.004363	0.009693	0.694986	0.193715	0.111573	-0.107491	1.47776	-0.93673	0.218791	0.318731	1.1327	-0.729639	0.889036	-0.567474	0.447493	0.0739885	0.670347	-0.427568	1.56666	-1.00441	0.161934	-0.0959943	0.414049	-0.254813	
0.704248	8.10547	0	0	0.326177	-0.199682	0.379829	0.117338	-0.325746	0.220718	0.700105	-0.440403	-0.004363	0.009693	0.690903	0.178123	0.107174	-0.125354	1.49749	-0.949622	0.219644	0.316321	1.16652	-0.750104	0.885965	-0.563827	0.457497	0.069121	0.66075	-0.419664	1.57432	-1.00778	0.152082	-0.0879205	0.420444	-0.257352	
0.708269	8.21838	0	0	0.293862	-0.178566	0.370686	0.0997525	-0.352737	0.238355	0.691424	-0.43473	-0.004363	0.009693	0.68682	0.16253	0.102776	-0.143217	1.51722	-0.962513	0.220497	0.31391	1.20035	-0.770568	0.882893	-0.560181	0.4675	0.0642535	0.651153	-0.411759	1.58198	-1.01115	0.14223	-0.0798467	0.426839	-0.259892	
0.712179	8.34503	0	0	0.261547	-0.157451	0.361542	0.082167	-0.379728	0.255992	0.682743	-0.429058	-0.004363	0.009693	0.682737	0.146938	0.098377	-0.161081	1.53695	-0.975405	0.22135	0.311499	1.23418	-0.791033	0.879821	-0.556534	0.477504	0.059386	0.641556	-0.403855	1.58964	-1.01452	0.132378	-0.071773	0.433234	-0.262431	
0.715922	8.4732	0	0	0.236497	-0.141083	0.35588	0.0721605	-0.40739	0.275707	0.679096	-0.425034	-0.00361325	0.007574	0.680742	0.125485	0.093294	-0.18703	1.5426	-0.979094	0.223907	0.304271	1.24827	-0.80188	0.882893	-0.560181	0.484937	0.046188	0.634912	-0.39788	1.59451	-1.01607	0.122536	-0.063705	0.42533	-0.255626	
0.719486	8.59527	0	0	0.211447	-0.124715	0.350218	0.062154	-0.435051	0.295422	0.675449	-0.42101	-0.0028635	0.005455	0.678747	0.104031	0.088211	-0.21298	1.54824	-0.982783	0.226465	0.297042	1.26236	-0.812728	0.885965	-0.563827	0.49237	0.03299	0.628269	-0.391906	1.59937	-1.01761	0.112694	-0.055637	0.417425	-0.248821	
0.722855	8.70972	0	0	0.186397	-0.108346	0.344557	0.0521475	-0.462712	0.315136	0.671802	-0.416985	-0.00211375	0.003336	0.676751	0.0825783	0.083128	-0.238929	1.55389	-0.986471	0.229023	0.289814	1.27646	-0.823576	0.889036	-0.567474	0.499802	0.019792	0.621626	-0.385931	1.60423	-1.01915	0.102851	-0.047569	0.40952	-0.242016	
0.726016	8.79669	0	0	0.161347	-0.091978	0.338895	0.042141	-0.490374	0.334851	0.668155	-0.412961	-0.001364	0.001217	0.674756	0.061125	0.078045	-0.264879	1.55953	-0.99016	0.23158	0.282586	1.29055	-0.834423	0.892108	-0.571121	0.507235	0.006594	0.614982	-0.379956	1.60909	-1.02069	0.093009	-0.039501	0.401616	-0.235211	
