3.71857	0	0	-0.131146	-0.262916	0.040356	-0.323007	0.044653	-0.173147	0.151314	-0.225852	0.024714	-0.040556	0.178709	-0.229632	-0.068761	-0.14892	0.123103	-0.221421	-0.080051	-0.046152	0.005413	-0.081422	-0.07321	-0.065956	-0.159607	-0.039199	0.021383	-0.151801	-0.006373	-0.052752	-0.09543	-0.205548	-0.113326	-0.199523	
3.71704	0	0	-0.132431	-0.284303	0.0388715	-0.335907	0.044653	-0.173147	0.162153	-0.230562	0.0290103	-0.0414267	0.171956	-0.22522	-0.0721497	-0.150987	0.121814	-0.217777	-0.0817215	-0.0530463	0.006598	-0.084771	-0.0779212	-0.074075	-0.156142	-0.0489913	0.021383	-0.151801	-0.00329375	-0.0467135	-0.0971158	-0.217817	-0.128582	-0.193107	
3.71857	0	0	-0.133715	-0.30569	0.037387	-0.348807	0.044653	-0.173147	0.172992	-0.235271	0.0333065	-0.0422975	0.165204	-0.220807	-0.0755385	-0.153054	0.120524	-0.214132	-0.083392	-0.0599405	0.007783	-0.08812	-0.0826325	-0.082194	-0.152677	-0.0587835	0.021383	-0.151801	-0.0002145	-0.040675	-0.0988015	-0.230086	-0.143839	-0.186691	
3.71551	0	0	-0.134999	-0.327077	0.0359025	-0.361708	0.044653	-0.173147	0.183831	-0.239981	0.0376027	-0.0431683	0.158451	-0.216395	-0.0789273	-0.155122	0.119234	-0.210487	-0.0850625	-0.0668347	0.008968	-0.091469	-0.0873437	-0.090313	-0.149213	-0.0685757	0.021383	-0.151801	0.00286475	-0.0346365	-0.100487	-0.242355	-0.159095	-0.180275	
3.71399	0	0	-0.136284	-0.348464	0.034418	-0.374608	0.044653	-0.173147	0.19467	-0.244691	0.041899	-0.044039	0.151698	-0.211983	-0.082316	-0.157189	0.117945	-0.206843	-0.086733	-0.073729	0.010153	-0.094818	-0.092055	-0.098432	-0.145748	-0.078368	0.021383	-0.151801	0.005944	-0.028598	-0.102173	-0.254624	-0.174351	-0.173859	
3.71246	0	0	-0.147783	-0.34095	0.0312277	-0.365592	0.054478	-0.179567	0.192485	-0.238515	0.041899	-0.044039	0.162589	-0.213409	-0.082316	-0.157189	0.130105	-0.200763	-0.0876515	-0.0711333	0.0126827	-0.0887437	-0.093772	-0.0935798	-0.138825	-0.0791282	0.0223532	-0.154544	0.00163	-0.0311473	-0.0955633	-0.256271	-0.167545	-0.174754	
3.71094	0	0	-0.159282	-0.333437	0.0280375	-0.356575	0.064303	-0.185987	0.1903	-0.232339	0.041899	-0.044039	0.173481	-0.214835	-0.082316	-0.157189	0.142265	-0.194682	-0.08857	-0.0685375	0.0152125	-0.0826695	-0.095489	-0.0887275	-0.131902	-0.0798885	0.0233235	-0.157286	-0.002684	-0.0336965	-0.0889535	-0.257918	-0.160739	-0.175649	
3.70941	0	0	-0.170781	-0.325924	0.0248472	-0.347559	0.074128	-0.192407	0.188114	-0.226162	0.041899	-0.044039	0.184372	-0.216261	-0.082316	-0.157189	0.154425	-0.188601	-0.0894885	-0.0659417	0.0177423	-0.0765953	-0.097206	-0.0838752	-0.12498	-0.0806487	0.0242938	-0.160028	-0.006998	-0.0362458	-0.0823437	-0.259565	-0.153932	-0.176543	
3.71094	0	0	-0.18228	-0.31841	0.021657	-0.338543	0.083953	-0.198827	0.185929	-0.219986	0.041899	-0.044039	0.195264	-0.217687	-0.082316	-0.157189	0.166585	-0.182521	-0.090407	-0.063346	0.020272	-0.070521	-0.098923	-0.079023	-0.118057	-0.081409	0.025264	-0.162771	-0.011312	-0.038795	-0.075734	-0.261212	-0.147126	-0.177438	
3.70026	0	0	-0.186368	-0.306857	0.0278105	-0.321727	0.075788	-0.197099	0.179961	-0.216087	0.0376027	-0.0431683	0.192643	-0.210279	-0.0808993	-0.149549	0.167625	-0.171959	-0.0887375	-0.0564487	0.0216142	-0.0610813	-0.0959352	-0.0660333	-0.114612	-0.0534812	0.0242938	-0.160028	-0.012547	-0.0353045	-0.0740435	-0.248941	-0.1283	-0.17551	
